t_ms,co,no2,temp,rh
260000,0,0.106459,29.1429,76.8472
265000,0,0.227638,29.1503,76.727
270000,0,0.267135,29.1226,76.7491
275000,0,0.12493,29.1386,76.8003
280000,0,0,29.1752,76.8669
285000,0,0,29.1397,76.8173
290000,0,0.158817,29.1186,76.8641
295000,0,0.236928,29.1772,76.8507
300000,0,0,29.1184,76.8346
305000,0,0.120032,29.1051,76.8101
310000,0,0.179066,29.1361,76.8345
315000,0,0,29.1515,76.8522
320000,0,0.186374,29.1018,76.8663
325000,0,0.158817,29.2,76.8391
330000,0,0.218712,29.1314,76.9171
335000,0,0,29.1521,76.9077
340000,0,0,29.1296,76.8788
345000,0,0.158817,29.1321,76.8505
350000,0,0.186374,29.1617,76.8782
355000,0,0.227638,29.1092,76.9092
360000,0,0.120032,29.1552,76.9415
365000,0,0,29.1696,76.8758
370000,0,0.12493,29.116,76.892
375000,0,0,29.1125,76.8494
380000,0,0.210136,29.1468,76.8639
385000,0,0,29.1174,76.7933
390000,0,0.227638,29.1383,76.8869
395000,0,0.135335,29.128,76.8076
400000,0,0,29.1369,76.9423
405000,0,0.165299,29.1383,76.8903
410000,0,0,29.0888,76.8456
415000,0,0.210136,29.1593,77.0361
420000,0,0.186374,29.13,76.8865
425000,0,0.120032,29.1485,76.8351
430000,0,0,29.1432,76.9
435000,0,0,29.1034,76.9769
440000,0,0.146607,29.1246,76.9329
445000,0,0.218712,29.1347,76.7996
450000,0,0.12493,29.109,76.8729
455000,0,0.158817,29.1349,76.8699
460000,0,0,29.1035,76.9007
465000,0,0.267135,29.1108,76.8918
470000,0,0.158817,29.1551,76.9127
475000,0,0.19398,29.109,76.9837
480000,0,0.158817,29.1621,76.9131
485000,0,0.158817,29.1455,76.9762
490000,0,0.256661,29.159,76.9058
495000,0,0.146607,29.122,76.9136
500000,0,0,29.1339,76.9934
505000,0,0.19398,29.1537,76.9368
510000,0,0,29.1482,76.9634
515000,0,0.165299,29.139,76.9739
520000,0,0.120032,29.1137,77.02
525000,0,0.179066,29.1534,76.9372
530000,0,0.106459,29.1431,76.9666
535000,0,0.172045,29.1266,76.9798
540000,0,0.140858,29.105,76.957
545000,0,0.172045,29.0855,76.9181
550000,0,0.172045,29.1373,76.8684
555000,0,0,29.1121,76.9471
560000,0,0.210136,29.1382,77.0435
565000,0,0.210136,29.1517,77.0373
570000,0,0.120032,29.144,77.0042
575000,0,0.130029,29.122,76.9835
580000,0,0.106459,29.1037,76.9361
585000,0,0.146607,29.1374,76.9726
590000,0,0.135335,29.1407,76.9962
595000,0,0.186374,29.1323,76.9573
600000,0,0.140858,29.1399,76.954
605000,0,0.106459,29.1135,76.9489
610000,0,0.186374,29.1212,77.0535
615000,0,0,29.1218,76.9952
620000,0,0.165299,29.0979,76.9999
625000,0,0.140858,29.0977,76.9799
630000,0,0,29.1367,76.9832
635000,0,0.236928,29.1146,77.0083
640000,0,0.158817,29.1106,76.9119
645000,0,0,29.1122,76.8754
650000,0,0.218712,29.1241,77.0535
655000,0,0.146607,29.1233,77.0276
660000,0,0.12493,29.1146,77.0016
665000,0,0,29.0982,76.9665
670000,0,0,29.1287,76.9755
675000,0,0.106459,29.1421,77.0468
680000,0,0.15259,29.0884,77.0017
685000,0,0,29.1304,77.0492
690000,0,0,29.1361,76.9992
695000,0,0.165299,29.1521,77.0253
700000,0,0.120032,29.1348,76.9971
705000,0,0,29.0939,77.0267
710000,0,0.146607,29.1522,77.0437
715000,0,0.19398,29.0891,76.9921
720000,0,0.140858,29.106,77.0049
725000,0,0,29.1451,77.0074
730000,0,0,29.1202,77.0879
735000,0,0.158817,29.0704,76.9556
740000,0,0,29.0801,77.0149
745000,0,0.130029,29.1012,77.0173
750000,0,0.227638,29.1845,76.9692
755000,0,0,29.1352,77.0486
760000,0,0.146607,29.145,77.1292
765000,0,0,29.094,77.0237
770000,0,0,29.1067,77.1146
775000,0,0.140858,29.1143,77.0212
780000,0,0,29.1391,77.0623
785000,0,0.135335,29.1131,77.0188
790000,0,0.179066,29.1476,77.0685
795000,0,0,29.126,77.0326
800000,0,0,29.1144,77.1813
805000,0,0.19398,29.0957,77.0693
810000,0,0.130029,29.1092,77.0607
815000,0,0.15259,29.106,77.0888
820000,0,0.146607,29.1046,77.007
825000,0,0.210136,29.1197,77.0744
830000,0,0.115325,29.099,77.0022
835000,0,0.15259,29.1192,77.1176
840000,0,0.256661,29.118,77.0702
845000,0,0.115325,29.0961,77.036
850000,0,0,29.1347,77.0302
855000,0,0,29.1628,77.1728
860000,0,0.106459,29.1115,77.0274
865000,0,0,29.1135,77.0542
870000,0,0.165299,29.116,77.1447
875000,0,0.12493,29.1336,77.1248
880000,0,0.130029,29.1257,77.0355
885000,0,0.210136,29.0883,77.0433
890000,0,0.140858,29.1114,77.0999
895000,0,0.135335,29.1258,77.1558
900000,0,0.236928,29.1048,77.1106
905000,0,0.12493,29.1272,77.1298
910000,0,0.120032,29.1462,77.0259
915000,0,0,29.0789,77.2376
920000,0,0.110803,29.0774,77.0414
925000,0,0.201897,29.1124,77.0883
930000,0,0.106459,29.0846,77.0323
935000,0,0,29.1235,77.1994
940000,0,0.120032,29.1127,77.1409
945000,0,0.146607,29.1373,77.1727
950000,0,0.165299,29.0973,77.2106
955000,0,0.179066,29.0694,77.061
960000,0,0.256661,29.1202,77.1555
965000,0,0.106459,29.1157,77.156
970000,0,0.172045,29.0878,77.1683
975000,0,0,29.1348,77.1178
980000,0,0.227638,29.1085,77.1482
985000,0,0.19398,29.1061,77.0652
990000,0,0.186374,29.0695,77.1077
995000,0,0,29.108,77.0978
1000000,0,0.135335,29.1385,77.1523
1005000,0,0.115325,29.108,77.2732
1010000,0,0.158817,29.0855,77.1253
1015000,0,0.106459,29.0945,77.1016
1020000,0,0.15259,29.1186,77.0943
1025000,0,0.158817,29.1158,77.1724
1030000,0,0.102284,29.0901,77.0689
1035000,0,0.12493,29.1109,77.1884
1040000,0,0,29.0982,77.19
1045000,0,0.158817,29.111,77.095
1050000,0,0.146607,29.0984,77.2103
1055000,0,0.201897,29.0638,77.2402
1060000,0,0.227638,29.0876,77.1877
1065000,0,0.165299,29.0948,76.9984
1070000,0,0.146607,29.0854,77.1288
1075000,0,0,29.1136,77.1924
1080000,0,0.227638,29.1176,77.1316
1085000,0,0.15259,29.0779,77.0477
1090000,0,0,29.1089,77.2348
1095000,0,0.130029,29.0919,77.1451
1100000,0,0.201897,29.118,77.1171
1105000,0,0.19398,29.0992,77.1356
1110000,0,0,29.0936,77.2536
1115000,0,0.106459,29.0827,77.2441
1120000,0,0.115325,29.1385,77.2171
1125000,0,0.179066,29.1003,77.1197
1130000,0,0.106459,29.0922,77.1483
1135000,0,0.165299,29.1126,77.2486
1140000,0,0,29.0779,77.1246
1145000,0,0,29.1002,77.2792
1150000,0,0.186374,29.0801,77.194
1155000,0,0.15259,29.0936,77.1816
1160000,0,0.115325,29.0959,77.2607
1165000,0,0.158817,29.1393,77.197
1170000,0,0.267135,29.0955,77.2334
1175000,0,0.12493,29.0591,77.2485
1180000,0,0.146607,29.1134,77.2429
1185000,0,0.110803,29.1169,77.3161
1190000,0,0.146607,29.1466,77.2346
1195000,0,0.135335,29.1015,77.2765
1200000,0,0.278037,29.0857,77.2195
1205000,0,0.19398,29.1085,77.2431
1210000,0,0.158817,29.0916,77.2818
1215000,0,0,29.104,77.2777
1220000,0,0.115325,29.085,77.2399
1225000,0,0,29.1226,77.2407
1230000,0,0.115325,29.0991,77.227
1235000,0,0.218712,29.0886,77.3008
1240000,0,0.172045,29.0782,77.2826
1245000,0,0.158817,29.0971,77.2276
1250000,0,0.15259,29.081,77.2933
1255000,0,0.15259,29.077,77.2539
1260000,0,0.227638,29.1102,77.1638
1265000,0,0.130029,29.0991,77.2584
1270000,0,0,29.1048,77.2817
1275000,0,0.130029,29.1001,77.2633
1280000,0,0.165299,29.083,77.2544
1285000,0,0,29.0982,77.2762
1290000,0,0,29.0759,77.3745
1295000,0,0.135335,29.1093,77.3544
1300000,0,0.135335,29.0925,77.3696
1305000,0,0.256661,29.1174,77.4422
1310000,0,0.102284,29.0932,77.523
1315000,0,0,29.0702,77.4438
1320000,0,0,29.1098,77.5872
1325000,0,0,29.0645,77.5201
1330000,0,0,29.1475,77.7439
1335000,0,0.227638,29.1187,77.6782
1340000,0,0.256661,29.0845,77.636
1345000,0,0,29.1258,77.768
1350000,0,0.115325,29.0849,77.8409
1355000,0,0.227638,29.0872,77.9236
1360000,0,0.140858,29.0764,77.9694
1365000,0,0.12493,29.1058,77.979
1370000,0,0.115325,29.105,78.0612
1375000,0,0,29.1141,78.0193
1380000,0,0,29.124,78.0685
1385000,0,0,29.0924,78.1349
1390000,0,0.201897,29.097,78.2379
1395000,0,0,29.0948,78.3149
1400000,0,0.19398,29.0791,78.3041
1405000,0,0.15259,29.1618,78.3828
1410000,0,0.115325,29.1435,78.3457
1415000,0,0,29.118,78.4455
1420000,0,0.106459,29.1122,78.53
1425000,0,0.301194,29.0983,78.6247
1430000,0,0,29.0947,78.7155
1435000,0,0.313486,29.1034,78.7393
1440000,0,0.172045,29.1343,78.6872
1445000,0,0.179066,29.1156,78.8863
1450000,0,0.186374,29.1389,78.8006
1455000,0,0.218712,29.1119,78.8785
1460000,0,0.179066,29.1407,79.0027
1465000,0,0.158817,29.0998,78.9328
1470000,0,0.301194,29.0814,79.0514
1475000,0,0.165299,29.0968,79.1457
1480000,0,0,29.1019,79.1475
1485000,0,0.210136,29.0853,79.2237
1490000,0,0,29.106,79.3367
1495000,0,0.130029,29.1107,79.2986
1500000,0,0.115325,29.0837,79.2858
1505000,0,0.172045,29.1115,79.4448
1510000,0,0.102284,29.127,79.4661
1515000,0,0.110803,29.1313,79.4494
1520000,0,0.201897,29.124,79.6126
1525000,0,0.201897,29.1315,79.5815
1530000,0,0.201897,29.1107,79.6308
1535000,0,0.106459,29.1237,79.7223
1540000,0,0.158817,29.133,79.6513
1545000,0,0.218712,29.1059,79.7788
1550000,0,0.172045,29.1047,79.7782
1555000,0,0.19398,29.1328,79.883
1560000,0,0.158817,29.145,79.9798
1565000,0,0.186374,29.1691,80.0208
1570000,0,0.218712,29.1489,80.0112
1575000,0,0.201897,29.1174,80.0691
1580000,0,0.186374,29.0968,80.101
1585000,0,0.158817,29.1267,80.1729
1590000,0,0.210136,29.1559,80.2282
1595000,0,0.186374,29.1529,80.2018
1600000,0,0.172045,29.1502,80.2621
1605000,0,0.201897,29.0906,80.4292
1610000,0,0.267135,29.1409,80.4507
1615000,0,0.353455,29.1392,80.4011
1620000,0,0.246597,29.1321,80.4123
1625000,0,0.227638,29.1683,80.5003
1630000,0,0.289384,29.1378,80.6369
1635000,0,0.165299,29.153,80.5756
1640000,0,0.227638,29.1583,80.6125
1645000,0,0.172045,29.1346,80.7086
1650000,0,0.15259,29.1322,80.7075
1655000,0,0.313486,29.1503,80.732
1660000,0,0.256661,29.1233,80.7722
1665000,0,0.313486,29.1443,80.8153
1670000,0,0.227638,29.1399,80.8733
1675000,0,0.179066,29.1366,80.9162
1680000,0,0.179066,29.1458,80.9208
1685000,0,0.158817,29.1176,80.9695
1690000,0,0.398519,29.1178,81.0444
1695000,0,0.246597,29.1919,81.0236
1700000,0,0.256661,29.1835,81.0693
1705000,0,0.227638,29.141,81.1055
1710000,0,0.158817,29.1536,81.1086
1715000,0,0.256661,29.1624,81.2822
1720000,0,0.313486,29.1301,81.293
1725000,0,0,29.1649,81.3418
1730000,0,0.246597,29.1701,81.2617
1735000,0,0.201897,29.1576,81.3768
1740000,0,0.301194,29.1272,81.3687
1745000,0,0.227638,29.1441,81.4351
1750000,0,0.339596,29.1779,81.4178
1755000,0,0.130029,29.1292,81.5315
1760000,0,0.246597,29.1329,81.5586
1765000,0,0.236928,29.177,81.6586
1770000,0,0.19398,29.1427,81.6827
1775000,0,0.140858,29.1835,81.6883
1780000,0,0.246597,29.1741,81.6472
1785000,0,0.135335,29.1419,81.622
1790000,0,0.210136,29.1092,81.7727
1795000,0,0.227638,29.1397,81.8064
1800000,0,0.256661,29.1604,81.7086
1805000,0,0.165299,29.1645,81.8296
1810000,0,0.201897,29.1569,81.8177
1815000,0,0.267135,29.1647,81.8675
1820000,0,0.382893,29.1245,81.8865
1825000,0,0.267135,29.1968,81.9594
1830000,0,0.301194,29.1713,81.9864
1835000,0,0.256661,29.1537,82.0267
1840000,0,0.172045,29.1283,82.0227
1845000,0,0.313486,29.1905,82.0426
1850000,0,0.313486,29.177,82.1348
1855000,0,0.278037,29.1659,82.1897
1860000,0,0.32628,29.1653,82.2019
1865000,0,0.218712,29.1766,82.2685
1870000,0,0.19398,29.1693,82.2401
1875000,0,0.246597,29.2056,82.3059
1880000,0,0.289384,29.1789,82.231
1885000,0,0.165299,29.1687,82.1874
1890000,0,0.267135,29.1787,82.3607
1895000,0,0.15259,29.1666,82.4632
1900000,0,0.210136,29.1664,82.4594
1905000,0,0,29.1582,82.3155
1910000,0,0.353455,29.14,82.4482
1915000,0,0.210136,29.1637,82.5136
1920000,0,0.210136,29.1643,82.5667
1925000,0,0.210136,29.1643,82.5293
1930000,0,0.367879,29.1465,82.5061
1935000,0,0.382893,29.236,82.5402
1940000,0,0.278037,29.2009,82.5841
1945000,0,0.32628,29.2275,82.6547
1950000,0,0.201897,29.185,82.7192
1955000,0,0.256661,29.1771,82.6945
1960000,0,0.353455,29.156,82.6713
1965000,0,0.301194,29.1746,82.7306
1970000,0,0.339596,29.1713,82.78
1975000,0,0.278037,29.1803,82.7794
1980000,0,0.382893,29.2259,82.729
1985000,0,0.256661,29.1588,82.8417
1990000,0,0.256661,29.1995,82.861
1995000,0,0.449329,29.199,82.8596
2000000,0,0.367879,29.2244,82.8769
2005000,0,0.339596,29.211,82.9732
2010000,0,0.289384,29.1907,82.9178
2015000,0,0.353455,29.1902,82.9295
2020000,0,0.367879,29.2075,82.9676
2025000,0,0.278037,29.1632,83.0686
2030000,0,0.382893,29.1895,83.0344
2035000,0,0.353455,29.2037,83.0926
2040000,0,0.32628,29.205,83.0659
2045000,0,0.246597,29.1882,83.1272
2050000,0,0.367879,29.2086,83.206
2055000,0,0.201897,29.1896,83.2003
2060000,0,0.313486,29.2281,83.1128
2065000,0,0.256661,29.1879,83.1897
2070000,0,0.398519,29.1747,83.2909
2075000,0,0.32628,29.1708,83.2879
2080000,0,0.313486,29.2025,83.1872
2085000,0,0.289384,29.2043,83.2669
2090000,0,0.267135,29.1804,83.2826
2095000,0,0.32628,29.1926,83.2893
2100000,0,0.210136,29.2182,83.3624
2105000,0,0.313486,29.1792,83.3837
2110000,0,0.353455,29.2033,83.3882
2115000,0,0.382893,29.1922,83.362
2120000,0,0.313486,29.1893,83.4011
2125000,0,0.353455,29.246,83.4856
2130000,0,0.353455,29.1984,83.4179
2135000,0,0.267135,29.1999,83.4698
2140000,0,0.179066,29.205,83.5194
2145000,0,0.353455,29.1738,83.5613
2150000,0,0.165299,29.1929,83.6301
2155000,0,0.301194,29.1832,83.4985
2160000,0,0.353455,29.2434,83.6297
2165000,0,0.236928,29.2044,83.5586
2170000,0,0.353455,29.1767,83.567
2175000,0,0.313486,29.1998,83.611
2180000,0,0.236928,29.1806,83.6383
2185000,0,0.353455,29.2101,83.7218
2190000,0,0.313486,29.2222,83.7822
2195000,0,0.431711,29.2109,83.7164
2200000,0,0.201897,29.2064,83.7348
2205000,0,0.278037,29.2026,83.7616
2210000,0,0.32628,29.2006,83.7089
2215000,0,0.301194,29.2199,83.7859
2220000,0,0.32628,29.2158,83.8976
2225000,0,0.367879,29.1793,83.8523
2230000,0,0.506617,29.2082,83.8323
2235000,0,0.353455,29.2341,83.8082
2240000,0,0.353455,29.2042,83.8836
2245000,0,0.339596,29.2232,83.8637
2250000,0,0.382893,29.1939,83.8967
2255000,0,0.19398,29.2214,83.8425
2260000,0,0.353455,29.2148,83.9601
2265000,0,0.256661,29.1839,83.9582
2270000,0,0.339596,29.1766,83.9623
2275000,0,0.398519,29.2545,83.992
2280000,0,0.339596,29.2287,84.0365
2285000,0,0.414783,29.231,84.0389
2290000,0,0.339596,29.2017,84.0547
2295000,0,0.32628,29.2127,84.069
2300000,0,0.353455,29.2092,84.0529
2305000,0,0.449329,29.2284,84.0875
2310000,0,0.398519,29.2228,84.1975
2315000,0,0.32628,29.2012,84.0728
2320000,0,0.353455,29.2171,84.0797
2325000,0,0.256661,29.2289,84.1819
2330000,0,0.32628,29.2034,84.1341
2335000,0,0.367879,29.1948,84.1483
2340000,0,0.506617,29.2154,84.1516
2345000,0,0.353455,29.2658,84.2199
2350000,0,0.32628,29.2143,84.2401
2355000,0,0.431711,29.2325,84.1999
2360000,0,0.301194,29.2164,84.2219
2365000,0,0.267135,29.2496,84.265
2370000,0,0.449329,29.2219,84.2663
2375000,0,0.414783,29.238,84.218
2380000,0,0.382893,29.2135,84.2504
2385000,0,0.353455,29.2039,84.2632
2390000,0,0.467666,29.2579,84.2812
2395000,0,0.32628,29.2298,84.4235
2400000,0,0.467666,29.2275,84.4003
2405000,0,0.486752,29.2222,84.32
2410000,0,0.527292,29.2705,84.3596
2415000,0,0.267135,29.2711,84.371
2420000,0,0.382893,29.2074,84.4107
2425000,0,0.339596,29.2228,84.384
2430000,0,0.367879,29.2518,84.417
2435000,0,0.301194,29.2511,84.4072
2440000,0,0.548812,29.2268,84.3665
2445000,0,0.467666,29.2492,84.4577
2450000,0,0.467666,29.2328,84.4941
2455000,0,0.414783,29.2497,84.5499
2460000,0,0.339596,29.2497,84.4591
2465000,0,0.301194,29.2203,84.5434
2470000,0,0.414783,29.2216,84.4495
2475000,0,0.367879,29.2419,84.419
2480000,0,0.486752,29.2115,84.5146
2485000,0,0.506617,29.249,84.5193
2490000,0,0.486752,29.2263,84.5125
2495000,0,0.382893,29.2538,84.5993
2500000,0,0.353455,29.2561,84.5855
2505000,0,0.32628,29.2554,84.6214
2510000,0,0.414783,29.2822,84.6418
2515000,0,0.339596,29.2337,84.5314
2520000,0,0.449329,29.2795,84.5397
2525000,0,0.506617,29.2344,84.6133
2530000,0,0.367879,29.2596,84.6644
2535000,0,0.486752,29.2362,84.5674
2540000,0,0.382893,29.2429,84.6456
2545000,0,0.382893,29.2269,84.7009
2550000,0,0.449329,29.2398,84.6975
2555000,0,0.414783,29.2171,84.7975
2560000,0,0.289384,29.2488,84.696
2565000,0,0.339596,29.2436,84.6667
2570000,0,0.506617,29.2779,84.7129
2575000,0,0.548812,29.2454,84.7882
2580000,0,0.449329,29.2663,84.6761
2585000,0,0.398519,29.2519,84.7618
2590000,0,0.467666,29.2438,84.7829
2595000,0,0.506617,29.2762,84.6969
2600000,0,0.467666,29.2635,84.7949
2605000,0,0.467666,29.2526,84.7264
2610000,0,0.301194,29.267,84.8189
2615000,0,0.506617,29.2665,84.8114
2620000,0,0.467666,29.2431,84.8075
2625000,0,0.506617,29.2836,84.8635
2630000,0,0.431711,29.2777,84.7733
2635000,0,0.486752,29.2076,84.8596
2640000,0,0.449329,29.2417,84.856
2645000,0,0.414783,29.2445,84.8556
2650000,0,0.506617,29.2369,84.9173
2655000,0,0.449329,29.272,84.9251
2660000,0,0.527292,29.2691,84.8386
2665000,0,0.486752,29.2394,84.8236
2670000,0,0.486752,29.2395,84.8313
2675000,0,0.398519,29.2848,84.8947
2680000,0,0.339596,29.2843,84.8794
2685000,0,0.367879,29.2472,84.9738
2690000,0,0.339596,29.2661,84.9734
2695000,0,0.449329,29.2777,84.8994
2700000,0,0.548812,29.2726,84.9329
2705000,0,0.339596,29.2662,85.1224
2710000,0,0.431711,29.2863,84.9393
2715000,0,0.506617,29.2593,84.9972
2720000,0,0.398519,29.2661,85.0339
2725000,0,0.506617,29.2704,84.976
2730000,0,0.431711,29.2499,84.9977
2735000,0,0.486752,29.259,84.9211
2740000,0,0.486752,29.2651,84.9662
2745000,0,0.382893,29.2592,85.0142
2750000,0,0.467666,29.2708,85.0651
2755000,0,0.414783,29.2833,85.0736
2760000,0,0.527292,29.304,85.0961
2765000,0,0.594521,29.2854,85.0628
2770000,0,0.449329,29.2641,85.0542
2775000,0,0.398519,29.2667,85.0485
2780000,0,0.467666,29.2886,85.064
2785000,0,0.527292,29.2614,85.0957
2790000,0,0.449329,29.284,85.0743
2795000,0,0.527292,29.2718,84.9879
2800000,0,0.486752,29.2705,85.1468
2805000,0,0.527292,29.2729,85.1113
2810000,0,0.449329,29.2831,85.156
2815000,0,0.506617,29.2404,85.1241
2820000,0,0.527292,29.2813,85.1406
2825000,0,0.414783,29.2757,85.1608
2830000,0,0.594521,29.2841,85.0545
2835000,0,0.467666,29.2831,85.1092
2840000,0,0.571209,29.2624,85.2041
2845000,0,0.486752,29.2529,85.1835
2850000,0,0.467666,29.2852,85.1235
2855000,0,0.467666,29.2755,85.182
2860000,0,0.571209,29.2783,85.1605
2865000,0,0.486752,29.2755,85.13
2870000,0,0.506617,29.2886,85.1721
2875000,0,0.548812,29.2555,85.1688
2880000,0,0.449329,29.259,85.2104
2885000,0,0.548812,29.3215,85.1938
2890000,0,0.594521,29.3051,85.2197
2895000,0,0.506617,29.2822,85.2319
2900000,0,0.431711,29.2593,85.3324
2905000,0,0.486752,29.265,85.1878
2910000,0,0.594521,29.2985,85.2091
2915000,0,0.449329,29.2999,85.2803
2920000,0,0.431711,29.2607,85.261
2925000,0,0.467666,29.2724,85.3201
2930000,0,0.431711,29.2812,85.2333
2935000,0,0.467666,29.2717,85.3622
2940000,0,0.571209,29.3176,85.2891
2945000,0,0.506617,29.2559,85.2797
2950000,0,0.527292,29.3013,85.2192
2955000,0,0.67032,29.2827,85.2179
2960000,0,0.527292,29.2635,85.2975
2965000,0,0.506617,29.3402,85.2675
2970000,0,0.594521,29.2751,85.3334
2975000,0,0.467666,29.3056,85.2537
2980000,0,0.486752,29.2656,85.3937
2985000,0,0.527292,29.28,85.3916
2990000,0,0.382893,29.2619,85.2472
2995000,0,0.548812,29.3178,85.2989
3000000,0,0.506617,29.3027,85.3535
3005000,0,0.571209,29.3142,85.4471
3010000,0,0.571209,29.3032,85.384
3015000,0,0.527292,29.2914,85.4314
3020000,0,0.644036,29.2878,85.3524
3025000,0,0.548812,29.303,85.3332
3030000,0,0.527292,29.3016,85.4282
3035000,0,0.571209,29.2906,85.4312
3040000,0,0.467666,29.295,85.3281
3045000,0,0.548812,29.2907,85.4259
3050000,0,0.527292,29.2551,85.3435
3055000,0,0.467666,29.3094,85.4803
3060000,0,0.506617,29.2689,85.4752
3065000,0,0.506617,29.3138,85.3967
3070000,0,0.548812,29.3186,85.4971
3075000,0,0.594521,29.2979,85.5298
3080000,0,0.506617,29.3056,85.4179
3085000,0,0.548812,29.279,85.4527
3090000,0,0.506617,29.3021,85.4171
3095000,0,0.486752,29.278,85.499
3100000,0,0.571209,29.3445,85.3993
3105000,0,0.548812,29.2988,85.381
3110000,0,0.594521,29.327,85.4257
3115000,0,0.594521,29.3187,85.4813
3120000,0,0.414783,29.292,85.4808
3125000,0,0.506617,29.313,85.5773
3130000,0,0.506617,29.311,85.577
3135000,0,0.697676,29.3127,85.5195
3140000,0,0.618783,29.293,85.4547
3145000,0,0.548812,29.3183,85.4724
3150000,0,0.618783,29.2879,85.4646
3155000,0,0.506617,29.3156,85.515
3160000,0,0.467666,29.3208,85.5363
3165000,0,0.548812,29.2755,85.5298
3170000,0,0.571209,29.3084,85.5591
3175000,0,0.644036,29.3155,85.6243
3180000,0,0.618783,29.3105,85.4886
3185000,0,0.571209,29.3433,85.494
3190000,0,0.697676,29.3041,85.4974
3195000,0,0.618783,29.3085,85.5831
3200000,0,0.548812,29.3052,85.5224
3205000,0,0.618783,29.3137,85.4799
3210000,0,0.548812,29.368,85.6224
3215000,0,0.594521,29.2821,85.6347
3220000,0,0.548812,29.3139,85.5279
3225000,0,0.697676,29.3345,85.6106
3230000,0,0.594521,29.2996,85.5771
3235000,0,0.467666,29.3275,85.6208
3240000,0,0.644036,29.3035,85.5957
3245000,0,0.571209,29.3204,85.6102
3250000,0,0.594521,29.3264,85.6911
3255000,0,0.67032,29.3356,85.5305
3260000,0,0.618783,29.3443,85.5776
3265000,0,0.527292,29.3417,85.5026
3270000,0,0.618783,29.3151,85.6953
3275000,0,0.618783,29.3568,85.5683
3280000,0,0.431711,29.3081,85.5919
3285000,0,0.618783,29.3066,85.7302
3290000,0,0.618783,29.358,85.5949
3295000,0,0.697676,29.3336,85.6103
3300000,0,0.506617,29.3157,85.6589
3305000,0,0.548812,29.2904,85.6344
3310000,0,0.571209,29.3077,85.7147
3315000,0,0.644036,29.3602,85.5856
3320000,0,0.486752,29.3704,85.5959
3325000,0,0.548812,29.3241,85.6734
3330000,0,0.571209,29.2986,85.6385
3335000,0,0.571209,29.3166,85.7688
3340000,0,0.506617,29.36,85.6409
3345000,0,0.486752,29.3318,85.6509
3350000,0,0.67032,29.3377,85.783
3355000,0,0.644036,29.3254,85.7074
3360000,0,0.548812,29.3317,85.6413
3365000,0,0.548812,29.343,85.715
3370000,0,0.527292,29.3076,85.8082
3375000,0,0.726149,29.3329,85.6704
3380000,0,0.594521,29.2935,85.6891
3385000,0,0.571209,29.3204,85.6724
3390000,0,0.594521,29.3506,85.7263
3395000,0,0.571209,29.332,85.6808
3400000,0,0.548812,29.342,85.6859
3405000,0,0.697676,29.3609,85.6654
3410000,0,0.548812,29.3452,85.7858
3415000,0,0.548812,29.3021,85.838
3420000,0,0.618783,29.3099,85.7205
3425000,0,0.527292,29.384,85.7888
3430000,0,0.67032,29.3493,85.7807
3435000,0,0.644036,29.3403,85.8501
3440000,0,0.594521,29.3252,85.831
3445000,0,0.527292,29.3455,85.7878
3450000,0,0.644036,29.3584,85.7646
3455000,0,0.618783,29.3305,85.7754
