t_s,co_ppm,co_stel15_ppm,co_twa8h_ppm,co_proj10_ppm,co_p_model,co_state,no2_ppm,no2_stel15_ppm,no2_twa8h_ppm,no2_proj10_ppm,no2_p_model,no2_state,model_ran,warmup_or_nodata
720,0,0.5083,0.002118,,,AN_TOAN,0.1335,0.1127,0.0004696,,,AN_TOAN,False,False
730,0,0.4692,0.002118,,,AN_TOAN,0.13,0.114,0.0005148,,,AN_TOAN,False,False
740,0,0.4357,0.002118,,,AN_TOAN,0,0.1059,0.0005148,,,AN_TOAN,False,False
750,0,0.4067,0.002118,,,AN_TOAN,0.051,0.1022,0.0005325,,,AN_TOAN,False,False
760,5.9,0.75,0.004167,,,AN_TOAN,0.172,0.1066,0.0005922,,,AN_TOAN,False,False
770,0,0.7059,0.004167,,,AN_TOAN,0.0555,0.1036,0.0006115,,,AN_TOAN,False,False
780,0,0.6667,0.004167,,,AN_TOAN,0.607,0.1316,0.0008222,,,AN_TOAN,False,False
790,3.55,0.8184,0.005399,,,AN_TOAN,0,0.1246,0.0008222,,,AN_TOAN,False,False
800,0,0.7775,0.005399,,,AN_TOAN,0.0765,0.1222,0.0008488,,,AN_TOAN,False,False
810,3.55,0.9095,0.006632,,,AN_TOAN,0.302,0.1308,0.0009536,,,AN_TOAN,False,False
820,0,0.8682,0.006632,,,AN_TOAN,0.145,0.1314,0.001004,,,AN_TOAN,False,False
830,0,0.8304,0.006632,,,AN_TOAN,0.0735,0.1289,0.00103,,,AN_TOAN,False,False
840,3.15,0.9271,0.007726,,,AN_TOAN,0.065,0.1263,0.001052,,,AN_TOAN,False,False
850,0,0.89,0.007726,,,AN_TOAN,0,0.1212,0.001052,,,AN_TOAN,False,False
860,3,0.9712,0.008767,,,AN_TOAN,0.125,0.1213,0.001095,,,AN_TOAN,False,False
870,0,0.9352,0.008767,,,AN_TOAN,0.2115,0.1247,0.001169,,,AN_TOAN,False,False
880,3.55,1.029,0.01,,,AN_TOAN,0.191,0.1271,0.001235,,,AN_TOAN,False,False
890,0,0.9931,0.01,,,AN_TOAN,0.093,0.1259,0.001268,,,AN_TOAN,False,False
900,5.5,1.143,0.01191,1.72,,AN_TOAN,0.0535,0.1235,0.001286,0.116,,AN_TOAN,False,False
910,2.9,1.2,0.01292,2.044,,AN_TOAN,0.0575,0.1213,0.001306,0.1212,,AN_TOAN,False,False
920,2.5,1.241,0.01378,2.017,,AN_TOAN,0.0895,0.1203,0.001337,0.1169,,AN_TOAN,False,False
930,2.9,1.291,0.01479,2.371,,AN_TOAN,0.0555,0.1184,0.001356,0.09934,,AN_TOAN,False,False
940,0,1.253,0.01479,1.977,,AN_TOAN,0.2855,0.1233,0.001456,0.1124,,AN_TOAN,False,False
950,0,1.217,0.01479,1.977,,AN_TOAN,0.17,0.1246,0.001515,0.1215,,AN_TOAN,False,False
960,0,1.183,0.01479,1.366,,AN_TOAN,0,0.1212,0.001515,0.1141,,AN_TOAN,False,False
970,0,1.151,0.01479,1.043,,AN_TOAN,0.114,0.121,0.001554,0.1216,,AN_TOAN,False,False
980,0,1.121,0.01479,0.7278,,AN_TOAN,0.086,0.1201,0.001584,0.1206,,AN_TOAN,False,False
990,3.3,1.177,0.01594,0.8089,,AN_TOAN,0.1285,0.1203,0.001629,0.1289,,AN_TOAN,False,False
1000,0,1.147,0.01594,0.8089,,AN_TOAN,0.1245,0.1204,0.001672,0.1117,,AN_TOAN,False,False
1010,0,1.12,0.01594,0.8089,,AN_TOAN,0.139,0.1208,0.00172,0.1073,,AN_TOAN,False,False
1020,0,1.093,0.01594,0.8089,,AN_TOAN,0.1235,0.1209,0.001763,0.1209,,AN_TOAN,False,False
1030,0,1.067,0.01594,0.8089,,AN_TOAN,0.0825,0.12,0.001792,0.1169,,AN_TOAN,False,False
1040,3.15,1.115,0.01703,1.194,,AN_TOAN,0.0825,0.1191,0.00182,0.1174,,AN_TOAN,False,False
1050,0,1.09,0.01703,0.8272,,AN_TOAN,0.1285,0.1194,0.001865,0.1182,,AN_TOAN,False,False
1060,2.5,1.121,0.0179,1.067,,AN_TOAN,0,0.1168,0.001865,0.1025,,AN_TOAN,False,False
1070,4.35,1.189,0.01941,1.599,,AN_TOAN,0.1445,0.1174,0.001915,0.1041,,AN_TOAN,False,False
1080,0,1.165,0.01941,1.599,,AN_TOAN,0.1185,0.1174,0.001956,0.09812,,AN_TOAN,False,False
1090,0,1.141,0.01941,1.559,,AN_TOAN,0.0895,0.1168,0.001987,0.09989,,AN_TOAN,False,False
1100,2.6,1.17,0.02031,1.527,,AN_TOAN,0,0.1145,0.001987,0.08988,,AN_TOAN,False,False
1110,0,1.147,0.02031,1.488,,AN_TOAN,0.2205,0.1165,0.002064,0.09919,,AN_TOAN,False,False
1120,0,1.125,0.02031,1.21,,AN_TOAN,0.263,0.1194,0.002155,0.1297,,AN_TOAN,False,False
1130,0,1.104,0.02031,0.7267,,AN_TOAN,0,0.1171,0.002155,0.1129,,AN_TOAN,False,False
1140,4.35,1.164,0.02182,1.223,,AN_TOAN,0,0.1149,0.002155,0.09897,,AN_TOAN,False,False
1150,0,1.143,0.02182,1.223,,AN_TOAN,0,0.1129,0.002155,0.08902,,AN_TOAN,False,False
1160,0,1.122,0.02182,0.9011,,AN_TOAN,0,0.1108,0.002155,0.08763,,AN_TOAN,False,False
1170,6,1.208,0.02391,1.634,,AN_TOAN,0.1095,0.1108,0.002193,0.07417,,AN_TOAN,False,False
1180,0,1.187,0.02391,1.595,,AN_TOAN,0.3675,0.1152,0.002321,0.08774,,AN_TOAN,False,False
1190,0,1.167,0.02391,1.595,,AN_TOAN,0.1505,0.1158,0.002373,0.1051,,AN_TOAN,False,False
1200,0,1.147,0.02391,1.051,,AN_TOAN,0,0.1139,0.002373,0.1045,,AN_TOAN,False,False
1210,0,1.129,0.02391,1.018,,AN_TOAN,0,0.112,0.002373,0.1039,,AN_TOAN,False,False
1220,0,1.11,0.02391,0.9906,,AN_TOAN,0.17,0.113,0.002432,0.1236,,AN_TOAN,False,False
1230,2.8,1.137,0.02488,0.6339,,AN_TOAN,0.097,0.1127,0.002466,0.1227,,AN_TOAN,False,False
1240,0,1.12,0.02488,0.6339,,AN_TOAN,0,0.111,0.002466,0.07872,,AN_TOAN,False,False
1250,0,1.102,0.02488,0.6339,,AN_TOAN,0,0.1093,0.002466,0.06011,,AN_TOAN,False,False
1260,0,1.086,0.02488,0.6339,,AN_TOAN,0.216,0.1109,0.002541,0.08651,,AN_TOAN,False,False
1270,0,1.069,0.02488,0.6339,,AN_TOAN,0,0.1092,0.002541,0.08524,,AN_TOAN,False,False
1280,0,1.054,0.02488,0.6339,,AN_TOAN,0.342,0.1126,0.00266,0.1072,,AN_TOAN,False,False
1290,3.55,1.09,0.02611,0.72,,AN_TOAN,0.163,0.1134,0.002716,0.1149,,AN_TOAN,False,False
1300,3.4,1.123,0.02729,1.136,,AN_TOAN,0.165,0.1141,0.002773,0.1337,,AN_TOAN,False,False
1310,0,1.107,0.02729,1.136,,AN_TOAN,0.262,0.1162,0.002864,0.1642,,AN_TOAN,False,False
1320,2.8,1.131,0.02826,1.478,,AN_TOAN,0,0.1146,0.002864,0.1388,,AN_TOAN,False,False
1330,0,1.115,0.02826,1.478,,AN_TOAN,0,0.113,0.002864,0.1379,,AN_TOAN,False,False
1340,0,1.1,0.02826,1.443,,AN_TOAN,0.1095,0.113,0.002902,0.1124,,AN_TOAN,False,False
1350,2.8,1.123,0.02924,1.391,,AN_TOAN,0.101,0.1128,0.002938,0.1052,,AN_TOAN,False,False
1360,3.15,1.149,0.03033,1.37,,AN_TOAN,0.0795,0.1124,0.002965,0.09654,,AN_TOAN,False,False
1370,2.6,1.168,0.03123,1.639,,AN_TOAN,0.1335,0.1126,0.003011,0.08214,,AN_TOAN,False,False
1380,5.3,1.221,0.03307,1.976,,AN_TOAN,0.0765,0.1122,0.003038,0.09017,,AN_TOAN,False,False
1390,2.6,1.239,0.03398,2.294,,AN_TOAN,0.097,0.112,0.003072,0.101,,AN_TOAN,False,False
1400,2.7,1.257,0.03491,2.595,,AN_TOAN,0.051,0.1112,0.003089,0.0951,,AN_TOAN,False,False
1410,2.7,1.275,0.03585,2.614,,AN_TOAN,0.1285,0.1114,0.003134,0.09713,,AN_TOAN,False,False
1420,4.5,1.314,0.03741,2.814,,AN_TOAN,0.268,0.1133,0.003227,0.1181,,AN_TOAN,False,False
1430,2.8,1.332,0.03839,2.867,,AN_TOAN,0.3435,0.1161,0.003346,0.1453,,AN_TOAN,False,False
1440,4.5,1.37,0.03995,2.78,,AN_TOAN,0.2375,0.1176,0.003429,0.1658,,AN_TOAN,False,False
1450,3.3,1.392,0.04109,2.894,,AN_TOAN,0,0.1162,0.003429,0.155,,AN_TOAN,False,False
1460,4,1.423,0.04248,3.083,,AN_TOAN,0.1095,0.1161,0.003467,0.1628,,AN_TOAN,False,False
1470,2.7,1.437,0.04342,3.047,,AN_TOAN,0,0.1148,0.003467,0.1473,,AN_TOAN,False,False
1480,7.7,1.509,0.04609,3.488,,AN_TOAN,0,0.1135,0.003467,0.1134,,AN_TOAN,False,False
1490,0,1.492,0.04609,3.177,,AN_TOAN,0.139,0.1137,0.003515,0.09054,,AN_TOAN,False,False
1500,3.55,1.514,0.04733,3.111,,AN_TOAN,0,0.1125,0.003515,0.06416,,AN_TOAN,False,False
1510,2.6,1.513,0.04823,3.062,,AN_TOAN,0,0.1106,0.003515,0.06416,,AN_TOAN,False,False
1520,3.15,1.548,0.04932,3.002,,AN_TOAN,0.1235,0.1106,0.003558,0.06519,,AN_TOAN,False,False
1530,0,1.548,0.04932,2.671,,AN_TOAN,0.1445,0.1114,0.003608,0.08178,,AN_TOAN,False,False
1540,4.7,1.601,0.05095,2.39,,AN_TOAN,0.2235,0.1132,0.003686,0.1091,,AN_TOAN,False,False
1550,0,1.601,0.05095,2.39,,AN_TOAN,0.2325,0.1145,0.003766,0.1221,,AN_TOAN,False,False
1560,5.4,1.661,0.05283,2.656,,AN_TOAN,0,0.1131,0.003766,0.1197,,AN_TOAN,False,False
1570,3.4,1.698,0.05401,2.782,,AN_TOAN,0.1085,0.1143,0.003804,0.1329,,AN_TOAN,False,False
1580,2.7,1.691,0.05495,2.762,,AN_TOAN,0.281,0.1158,0.003902,0.1498,,AN_TOAN,False,False
1590,2.6,1.719,0.05585,3.041,,AN_TOAN,0,0.1146,0.003902,0.1319,,AN_TOAN,False,False
1600,4.5,1.769,0.05741,3.031,,AN_TOAN,0,0.1138,0.003902,0.1052,,AN_TOAN,False,False
1610,3.85,1.812,0.05875,3.501,,AN_TOAN,0,0.1113,0.003902,0.07647,,AN_TOAN,False,False
1620,4,1.857,0.06014,3.359,,AN_TOAN,0.184,0.1119,0.003966,0.09896,,AN_TOAN,False,False
1630,0,1.857,0.06014,2.981,,AN_TOAN,0,0.1104,0.003966,0.08691,,AN_TOAN,False,False
1640,6.65,1.931,0.06245,3.494,,AN_TOAN,0.184,0.1125,0.00403,0.07696,,AN_TOAN,False,False
1650,7,2.008,0.06488,4.029,,AN_TOAN,0,0.1119,0.00403,0.07583,,AN_TOAN,False,False
1660,7.8,2.029,0.06759,4.448,,AN_TOAN,0.0795,0.1109,0.004057,0.08467,,AN_TOAN,False,False
1670,5.7,2.093,0.06957,4.688,,AN_TOAN,0,0.1103,0.004057,0.08318,,AN_TOAN,False,False
1680,7,2.171,0.072,5.04,,AN_TOAN,0.184,0.1056,0.004121,0.08438,,AN_TOAN,False,False
1690,6.45,2.203,0.07424,5.799,,AN_TOAN,0.105,0.1067,0.004157,0.09613,,AN_TOAN,False,False
1700,6.4,2.274,0.07646,5.813,,AN_TOAN,0,0.1059,0.004157,0.07512,,AN_TOAN,False,False
1710,3.3,2.271,0.0776,5.408,,AN_TOAN,0.184,0.1046,0.004221,0.09618,,AN_TOAN,False,False
1720,7.5,2.354,0.08021,5.408,,AN_TOAN,0,0.103,0.004221,0.08437,,AN_TOAN,False,False
1730,6.45,2.426,0.08245,5.532,,AN_TOAN,0.2095,0.1045,0.004294,0.1062,,AN_TOAN,False,False
1740,2.8,2.422,0.08342,5.047,,AN_TOAN,0.1415,0.1053,0.004343,0.1004,,AN_TOAN,False,False
1750,3.4,2.46,0.0846,4.709,,AN_TOAN,0.086,0.1063,0.004373,0.09922,,AN_TOAN,False,False
1760,10.2,2.54,0.08814,5.2,,AN_TOAN,0.1835,0.1069,0.004437,0.1204,,AN_TOAN,False,False
1770,8.05,2.629,0.09094,5.787,,AN_TOAN,0,0.1046,0.004437,0.09998,,AN_TOAN,False,False
1780,8.8,2.688,0.09399,5.944,,AN_TOAN,0,0.1025,0.004437,0.09998,,AN_TOAN,False,False
1790,11.5,2.816,0.09799,6.633,,AN_TOAN,0.1635,0.1032,0.004494,0.09514,,AN_TOAN,False,False
1800,9.45,2.859,0.1013,7.437,0.02734,AN_TOAN,0.0895,0.1036,0.004525,0.09036,0,AN_TOAN,True,False
1810,7.9,2.915,0.104,7.996,0.02734,AN_TOAN,0.211,0.1053,0.004598,0.1066,0,AN_TOAN,True,False
1820,10.85,3.008,0.1078,8.154,0.02344,AN_TOAN,0.1335,0.1058,0.004644,0.1012,0,AN_TOAN,True,False
1830,4.35,3.024,0.1093,7.791,0.003906,AN_TOAN,0,0.1052,0.004644,0.09954,0,AN_TOAN,True,False
1840,11.7,3.154,0.1134,8.191,0.007812,AN_TOAN,0.1965,0.1042,0.004713,0.1211,0,AN_TOAN,True,False
1850,8.5,3.248,0.1163,7.952,0.003906,AN_TOAN,0,0.1023,0.004713,0.1003,0,AN_TOAN,True,False
1860,8.4,3.342,0.1192,7.869,0.003906,AN_TOAN,0,0.1023,0.004713,0.09038,0,AN_TOAN,True,False
1870,10.8,3.462,0.123,8.273,0.007812,AN_TOAN,0.1765,0.103,0.004774,0.08731,0,AN_TOAN,True,False
1880,11.35,3.588,0.1269,8.425,0.01172,AN_TOAN,0.105,0.1032,0.00481,0.08218,0,AN_TOAN,True,False
1890,12.2,3.687,0.1311,9.404,0.01953,AN_TOAN,0.1565,0.1036,0.004865,0.1013,0,AN_TOAN,True,False
1900,9.25,3.789,0.1344,9.184,0.01562,AN_TOAN,0.051,0.1027,0.004882,0.08571,0,AN_TOAN,True,False
1910,12.6,3.929,0.1387,9.737,0.01953,AN_TOAN,0,0.1012,0.004882,0.08571,0,AN_TOAN,True,False
1920,10.85,4.05,0.1425,10.09,0.007812,AN_TOAN,0.2435,0.1025,0.004967,0.1134,0,AN_TOAN,True,False
1930,12.4,4.188,0.1468,10.4,0.01562,AN_TOAN,0.236,0.1042,0.005049,0.1227,0,AN_TOAN,True,False
1940,9.65,4.26,0.1502,10.25,0.003906,AN_TOAN,0,0.1033,0.005049,0.1089,0,AN_TOAN,True,False
1950,12.7,4.401,0.1546,10.36,0.007812,AN_TOAN,0.1335,0.1034,0.005095,0.1079,0,AN_TOAN,True,False
1960,12,4.507,0.1587,10.72,0.003906,AN_TOAN,0.224,0.1059,0.005173,0.1287,0,AN_TOAN,True,False
1970,11.05,4.581,0.1626,10.6,0.003906,AN_TOAN,0.1185,0.1056,0.005214,0.1432,0,AN_TOAN,True,False
1980,12.5,4.72,0.1669,10.85,0.003906,AN_TOAN,0.184,0.1063,0.005278,0.1366,0,AN_TOAN,True,False
1990,12.15,4.855,0.1711,10.88,0.003906,AN_TOAN,0.0575,0.1059,0.005298,0.1162,0,AN_TOAN,True,False
2000,11.65,4.956,0.1752,11.16,0.003906,AN_TOAN,0.1635,0.1078,0.005355,0.1362,0,AN_TOAN,True,False
2010,11.5,5.083,0.1792,11.12,0,AN_TOAN,0.1565,0.107,0.005409,0.1384,0,AN_TOAN,True,False
2020,14,5.239,0.184,11.42,0.003906,AN_TOAN,0.139,0.1057,0.005457,0.1305,0,AN_TOAN,True,False
2030,13.8,5.392,0.1888,11.8,0.007812,AN_TOAN,0.114,0.1069,0.005497,0.129,0,AN_TOAN,True,False
2040,15.35,5.514,0.1941,12.26,0.01953,AN_TOAN,0,0.1069,0.005497,0.107,0,AN_TOAN,True,False
2050,17.45,5.708,0.2002,13.01,0.05469,AN_TOAN,0.0625,0.1076,0.005519,0.1073,0,AN_TOAN,True,False
2060,18.2,5.911,0.2065,13.82,0.25,AN_TOAN,0.0705,0.1084,0.005543,0.09568,0,AN_TOAN,True,False
2070,17.55,6.039,0.2126,14.6,0.2109,AN_TOAN,0,0.1072,0.005543,0.07829,0,AN_TOAN,True,False
2080,16.5,6.222,0.2184,14.96,0.293,AN_TOAN,0,0.1031,0.005543,0.06284,0,AN_TOAN,True,False
2090,15.85,6.398,0.2239,15.24,0.2109,AN_TOAN,0.2435,0.1041,0.005628,0.07812,0,AN_TOAN,True,False
2100,19,6.609,0.2305,15.75,0.1758,AN_TOAN,0,0.1041,0.005628,0.07713,0,AN_TOAN,True,False
2110,17.45,6.803,0.2365,15.86,0.25,AN_TOAN,0.0735,0.105,0.005653,0.07682,0,AN_TOAN,True,False
2120,18.5,7.009,0.2429,15.98,0.2109,AN_TOAN,0,0.1031,0.005653,0.06751,0,AN_TOAN,True,False
2130,19.7,7.197,0.2498,16.38,0.25,AN_TOAN,0.1235,0.1034,0.005696,0.0826,0,AN_TOAN,True,False
2140,18.95,7.407,0.2564,16.74,0.293,AN_TOAN,0,0.1034,0.005696,0.08042,0,AN_TOAN,True,False
2150,19.35,7.622,0.2631,17.25,0.3398,AN_TOAN,0,0.1034,0.005696,0.05336,0,AN_TOAN,True,False
2160,19.2,7.836,0.2697,17.39,0.25,AN_TOAN,0.053,0.1016,0.005714,0.05984,0,AN_TOAN,True,False
2170,17.45,8.029,0.2758,17.46,0.1211,AN_TOAN,0,0.1016,0.005714,0.04971,0,AN_TOAN,True,False
2180,22.7,8.282,0.2837,18.06,0.1758,AN_TOAN,0.0765,0.09861,0.005741,0.05789,0,AN_TOAN,True,False
2190,20.5,8.47,0.2908,18.24,0.25,AN_TOAN,0.0765,0.09764,0.005768,0.05178,0,AN_TOAN,True,False
2200,21.05,8.666,0.2981,18.6,0.2109,AN_TOAN,0.065,0.09653,0.00579,0.05916,0,AN_TOAN,True,False
2210,22.6,8.917,0.306,19.07,0.3398,AN_TOAN,0,0.09362,0.00579,0.05916,0,AN_TOAN,True,False
2220,22.25,9.133,0.3137,19.54,0.3398,AN_TOAN,0,0.09362,0.00579,0.05057,0,AN_TOAN,True,False
2230,22.6,9.384,0.3215,20.22,0.3906,AN_TOAN,0.053,0.09421,0.005809,0.05442,0,AN_TOAN,True,False
2240,22.2,9.631,0.3292,20.31,0.3398,AN_TOAN,0.216,0.09539,0.005884,0.07232,0,AN_TOAN,True,False
2250,22,9.844,0.3369,20.58,0.293,AN_TOAN,0.114,0.09554,0.005923,0.07627,0,AN_TOAN,True,False
2260,27.75,10.12,0.3465,21.5,0.5547,AN_TOAN,0,0.09466,0.005923,0.06656,0,AN_TOAN,True,False
2270,24.55,10.36,0.355,21.86,0.6094,AN_TOAN,0.1565,0.09491,0.005977,0.08437,0,AN_TOAN,True,False
2280,26.65,10.6,0.3643,22.51,0.7891,AN_TOAN,0,0.09406,0.005977,0.08233,0,AN_TOAN,True,False
2290,24.5,10.84,0.3728,22.86,0.8242,AN_TOAN,0,0.09298,0.005977,0.0758,0,AN_TOAN,True,False
2300,28.35,11.13,0.3826,23.73,0.8789,AN_TOAN,0.0735,0.09323,0.006003,0.05897,0,AN_TOAN,True,False
2310,27.25,11.4,0.3921,24.49,0.918,AN_TOAN,0,0.09181,0.006003,0.04456,0,AN_TOAN,True,False
2320,26.05,11.64,0.4011,24.43,0.8516,AN_TOAN,0,0.08883,0.006003,0.04302,0,AN_TOAN,True,False
2330,27.7,11.92,0.4108,24.94,0.8789,AN_TOAN,0,0.08501,0.006003,0.02436,0,AN_TOAN,True,False
2340,26.65,12.16,0.42,25.06,0.7891,AN_TOAN,0,0.08237,0.006003,0.02436,0,AN_TOAN,True,False
2350,27.15,12.43,0.4294,25.46,0.6602,AN_TOAN,0.2385,0.08502,0.006086,0.05282,0,AN_TOAN,True,False
2360,29.4,12.71,0.4397,25.7,0.7891,AN_TOAN,0.2495,0.08658,0.006172,0.07436,0,AN_TOAN,True,False
2370,33.8,13.06,0.4514,26.61,0.8789,AN_TOAN,0.2555,0.08942,0.006261,0.1056,0,AN_TOAN,True,False
2380,31.85,13.32,0.4624,27.43,0.8984,AN_TOAN,0.1095,0.09063,0.006299,0.119,0,AN_TOAN,True,False
2390,32.5,13.68,0.4737,28.15,0.918,AN_TOAN,0.06,0.08976,0.00632,0.1236,0,AN_TOAN,True,False
2400,32.5,14.01,0.485,28.95,0.9453,CANH_BAO_SOM,0.2245,0.09225,0.006398,0.151,0,AN_TOAN,True,False
2410,35.3,14.37,0.4973,30.05,0.9648,CANH_BAO_SOM,0.102,0.09338,0.006433,0.1362,0,AN_TOAN,True,False
2420,35.95,14.73,0.5098,30.97,0.9727,CANH_BAO_SOM,0.1285,0.09344,0.006478,0.1242,0,AN_TOAN,True,False
2430,36.6,15.14,0.5225,31.47,0.9805,CANH_BAO_SOM,0,0.09183,0.006478,0.09441,0,AN_TOAN,True,False
2440,37.4,15.5,0.5355,32.29,0.9844,CANH_BAO_SOM,0.114,0.09062,0.006518,0.09618,0,AN_TOAN,True,False
2450,39.7,15.95,0.5492,33.32,0.9883,CANH_BAO_SOM,0,0.08803,0.006518,0.08951,0,AN_TOAN,True,False
2460,35.9,16.28,0.5617,33.88,0.9883,CANH_BAO_SOM,0,0.08803,0.006518,0.06398,0,AN_TOAN,True,False
2470,37.4,16.66,0.5747,34.34,0.9883,CANH_BAO_SOM,0,0.08683,0.006518,0.05264,0,AN_TOAN,True,False
2480,36.65,17.04,0.5874,34.57,0.9844,CANH_BAO_SOM,0.1445,0.08531,0.006568,0.05518,0,AN_TOAN,True,False
2490,39.7,17.45,0.6012,35.13,0.9883,CANH_BAO_SOM,0,0.08531,0.006568,0.05433,0,AN_TOAN,True,False
2500,38.85,17.83,0.6147,35.49,0.9844,CANH_BAO_SOM,0.0795,0.08619,0.006595,0.05066,0,AN_TOAN,True,False
2510,43.9,18.28,0.6299,36.19,0.9883,CANH_BAO_SOM,0.157,0.08794,0.00665,0.06984,0,AN_TOAN,True,False
2520,42.15,18.7,0.6446,37.11,0.9883,CANH_BAO_SOM,0.1445,0.0875,0.0067,0.08751,0,AN_TOAN,True,False
