t_s,co_ppm,co_stel15_ppm,co_twa8h_ppm,co_proj10_ppm,co_p_model,co_state,no2_ppm,no2_stel15_ppm,no2_twa8h_ppm,no2_proj10_ppm,no2_p_model,no2_state,model_ran,warmup_or_nodata
720,15.2,16.34,0.06807,,,AN_TOAN,0.549,0.623,0.002596,,,AN_TOAN,False,False
730,14.9,16.23,0.07325,,,AN_TOAN,0.619,0.6227,0.002811,,,AN_TOAN,False,False
740,15.2,16.15,0.07852,,,AN_TOAN,0.6445,0.6242,0.003034,,,AN_TOAN,False,False
750,14.9,16.07,0.0837,,,AN_TOAN,0.644,0.6255,0.003258,,,AN_TOAN,False,False
760,14.3,15.96,0.08866,,,AN_TOAN,0.5985,0.6238,0.003466,,,AN_TOAN,False,False
770,14.05,15.85,0.09354,,,AN_TOAN,0.684,0.6274,0.003703,,,AN_TOAN,False,False
780,13.75,15.73,0.09832,,,AN_TOAN,0.698,0.6313,0.003946,,,AN_TOAN,False,False
790,15.5,15.72,0.1037,,,AN_TOAN,0.6095,0.6302,0.004157,,,AN_TOAN,False,False
800,14.6,15.66,0.1088,,,AN_TOAN,0.6755,0.6324,0.004392,,,AN_TOAN,False,False
810,14,15.58,0.1136,,,AN_TOAN,0.619,0.6318,0.004607,,,AN_TOAN,False,False
820,14,15.51,0.1185,,,AN_TOAN,0.6235,0.6314,0.004823,,,AN_TOAN,False,False
830,12.95,15.4,0.123,,,AN_TOAN,0.6025,0.6302,0.005032,,,AN_TOAN,False,False
840,12.7,15.29,0.1274,,,AN_TOAN,0.6265,0.63,0.00525,,,AN_TOAN,False,False
850,12.95,15.19,0.1319,,,AN_TOAN,0.6315,0.6301,0.005469,,,AN_TOAN,False,False
860,14.9,15.18,0.1371,,,AN_TOAN,0.6315,0.6301,0.005689,,,AN_TOAN,False,False
870,13.75,15.13,0.1418,,,AN_TOAN,0.6585,0.6312,0.005917,,,AN_TOAN,False,False
880,13.45,15.07,0.1465,,,AN_TOAN,0.5965,0.6299,0.006124,,,AN_TOAN,False,False
890,13.75,15.02,0.1513,,,AN_TOAN,0.644,0.6304,0.006348,,,AN_TOAN,False,False
900,14.35,15,0.1563,14.24,,AN_TOAN,0.551,0.6278,0.006539,0.6218,,AN_TOAN,False,False
910,14,14.97,0.1611,14.34,,AN_TOAN,0.6605,0.6288,0.006769,0.6251,,AN_TOAN,False,False
920,13.2,14.91,0.1657,14.12,,AN_TOAN,0.698,0.631,0.007011,0.6326,,AN_TOAN,False,False
930,12.4,14.84,0.17,13.92,,AN_TOAN,0.619,0.6306,0.007226,0.6285,,AN_TOAN,False,False
940,13.45,14.8,0.1747,13.87,,AN_TOAN,0.607,0.6299,0.007437,0.6289,,AN_TOAN,False,False
950,13.75,14.77,0.1795,13.83,,AN_TOAN,0.5965,0.629,0.007644,0.623,,AN_TOAN,False,False
960,12.4,14.7,0.1838,13.58,,AN_TOAN,0.6325,0.6291,0.007863,0.633,,AN_TOAN,False,False
970,13.2,14.66,0.1884,13.46,,AN_TOAN,0.6445,0.6295,0.008087,0.6315,,AN_TOAN,False,False
980,12.15,14.59,0.1926,13.28,,AN_TOAN,0.6445,0.6299,0.008311,0.6253,,AN_TOAN,False,False
990,13.5,14.57,0.1973,13.37,,AN_TOAN,0.595,0.629,0.008518,0.6231,,AN_TOAN,False,False
1000,14.65,14.57,0.2023,13.49,,AN_TOAN,0.703,0.6308,0.008762,0.6355,,AN_TOAN,False,False
1010,12.95,14.53,0.2068,13.37,,AN_TOAN,0.6375,0.631,0.008983,0.639,,AN_TOAN,False,False
1020,13.45,14.5,0.2115,13.47,,AN_TOAN,0.7,0.6326,0.009226,0.6482,,AN_TOAN,False,False
1030,12.5,14.46,0.2159,13.36,,AN_TOAN,0.6095,0.6321,0.009438,0.6442,,AN_TOAN,False,False
1040,13.2,14.43,0.2204,13.46,,AN_TOAN,0.6075,0.6315,0.009649,0.6397,,AN_TOAN,False,False
1050,13.75,14.41,0.2252,13.47,,AN_TOAN,0.6095,0.6311,0.00986,0.6409,,AN_TOAN,False,False
1060,12.95,14.38,0.2297,13.27,,AN_TOAN,0.644,0.6313,0.01008,0.6349,,AN_TOAN,False,False
1070,11.95,14.33,0.2339,13.13,,AN_TOAN,0.607,0.6308,0.01029,0.6306,,AN_TOAN,False,False
1080,12.65,14.29,0.2382,13.03,,AN_TOAN,0.583,0.6298,0.0105,0.6164,,AN_TOAN,False,False
1090,12.95,14.27,0.2427,13.06,,AN_TOAN,0.6445,0.6301,0.01072,0.6206,,AN_TOAN,False,False
1100,13.2,14.25,0.2473,13.04,,AN_TOAN,0.549,0.6285,0.01091,0.6127,,AN_TOAN,False,False
1110,12.65,14.21,0.2517,12.9,,AN_TOAN,0.684,0.6296,0.01115,0.6217,,AN_TOAN,False,False
1120,12.95,14.19,0.2562,12.89,,AN_TOAN,0.698,0.6309,0.01139,0.6286,,AN_TOAN,False,False
1130,12.95,14.17,0.2607,13,,AN_TOAN,0.5855,0.63,0.01159,0.626,,AN_TOAN,False,False
1140,12.95,14.14,0.2652,13.04,,AN_TOAN,0.657,0.6305,0.01182,0.6346,,AN_TOAN,False,False
1150,12.95,14.12,0.2697,13.04,,AN_TOAN,0.584,0.6297,0.01203,0.6273,,AN_TOAN,False,False
1160,11.45,14.08,0.2737,12.81,,AN_TOAN,0.684,0.6307,0.01226,0.6429,,AN_TOAN,False,False
1170,12.65,14.05,0.2781,12.79,,AN_TOAN,0.67,0.6314,0.0125,0.6415,,AN_TOAN,False,False
1180,12.4,14.02,0.2824,12.72,,AN_TOAN,0.657,0.6318,0.01272,0.6376,,AN_TOAN,False,False
1190,12.95,14,0.2869,12.71,,AN_TOAN,0.6235,0.6317,0.01294,0.6416,,AN_TOAN,False,False
1200,12.75,13.98,0.2913,12.67,,AN_TOAN,0.6345,0.6317,0.01316,0.64,,AN_TOAN,False,False
1210,12.65,13.96,0.2957,12.62,,AN_TOAN,0.5785,0.6308,0.01336,0.6385,,AN_TOAN,False,False
1220,12.4,13.94,0.3,12.72,,AN_TOAN,0.619,0.6306,0.01358,0.6304,,AN_TOAN,False,False
1230,12.65,13.92,0.3044,12.72,,AN_TOAN,0.6585,0.6311,0.01381,0.6295,,AN_TOAN,False,False
1240,12.3,13.89,0.3087,12.7,,AN_TOAN,0.5755,0.6302,0.014,0.6201,,AN_TOAN,False,False
1250,12.65,13.87,0.3131,12.65,,AN_TOAN,0.6325,0.6303,0.01422,0.6215,,AN_TOAN,False,False
1260,11.95,13.84,0.3172,12.56,,AN_TOAN,0.6465,0.6305,0.01445,0.623,,AN_TOAN,False,False
1270,11.05,13.8,0.321,12.36,,AN_TOAN,0.607,0.6301,0.01466,0.6258,,AN_TOAN,False,False
1280,13.2,13.79,0.3256,12.46,,AN_TOAN,0.698,0.6311,0.0149,0.6351,,AN_TOAN,False,False
1290,11.95,13.76,0.3298,12.36,,AN_TOAN,0.7285,0.6326,0.01516,0.6444,,AN_TOAN,False,False
1300,11.9,13.74,0.3339,12.29,,AN_TOAN,0.518,0.6309,0.01533,0.636,,AN_TOAN,False,False
1310,12.9,13.73,0.3384,12.32,,AN_TOAN,0.6325,0.6309,0.01555,0.6359,,AN_TOAN,False,False
1320,12.5,13.71,0.3427,12.37,,AN_TOAN,0.549,0.6298,0.01575,0.6234,,AN_TOAN,False,False
1330,13.75,13.71,0.3475,12.68,,AN_TOAN,0.573,0.629,0.01594,0.6192,,AN_TOAN,False,False
1340,12.4,13.69,0.3518,12.58,,AN_TOAN,0.5965,0.6286,0.01615,0.6078,,AN_TOAN,False,False
1350,11.25,13.66,0.3557,12.48,,AN_TOAN,0.644,0.6288,0.01637,0.5988,,AN_TOAN,False,False
1360,12.4,13.64,0.36,12.53,,AN_TOAN,0.6075,0.6285,0.01659,0.6083,,AN_TOAN,False,False
1370,12.25,13.62,0.3643,12.46,,AN_TOAN,0.684,0.6292,0.01682,0.6149,,AN_TOAN,False,False
1380,11.9,13.6,0.3684,12.38,,AN_TOAN,0.583,0.6286,0.01703,0.6187,,AN_TOAN,False,False
1390,12.05,13.58,0.3726,12.18,,AN_TOAN,0.607,0.6284,0.01724,0.6221,,AN_TOAN,False,False
1400,11.3,13.55,0.3765,12.04,,AN_TOAN,0.67,0.6289,0.01747,0.6316,,AN_TOAN,False,False
1410,11.7,13.53,0.3806,12.08,,AN_TOAN,0.572,0.6282,0.01767,0.6223,,AN_TOAN,False,False
1420,12.4,13.52,0.3849,12.07,,AN_TOAN,0.583,0.6276,0.01787,0.6183,,AN_TOAN,False,False
1430,12.25,13.5,0.3891,12.07,,AN_TOAN,0.563,0.6269,0.01807,0.6046,,AN_TOAN,False,False
1440,12.9,13.5,0.3936,12.18,,AN_TOAN,0.572,0.6262,0.01826,0.6025,,AN_TOAN,False,False
1450,11.5,13.47,0.3976,12.1,,AN_TOAN,0.584,0.6257,0.01847,0.5999,,AN_TOAN,False,False
1460,10.85,13.44,0.4014,12.04,,AN_TOAN,0.6195,0.6256,0.01868,0.5936,,AN_TOAN,False,False
1470,11.95,13.42,0.4055,12.06,,AN_TOAN,0.583,0.6251,0.01888,0.5938,,AN_TOAN,False,False
1480,10.25,13.39,0.4091,11.8,,AN_TOAN,0.595,0.6248,0.01909,0.5945,,AN_TOAN,False,False
1490,11.7,13.37,0.4131,11.72,,AN_TOAN,0.56,0.6241,0.01929,0.5934,,AN_TOAN,False,False
1500,12.15,13.36,0.4174,11.63,,AN_TOAN,0.583,0.6236,0.01949,0.5941,,AN_TOAN,False,False
1510,12.7,13.32,0.4218,11.77,,AN_TOAN,0.583,0.6228,0.01969,0.594,,AN_TOAN,False,False
1520,12.25,13.28,0.426,11.92,,AN_TOAN,0.5755,0.6216,0.01989,0.5887,,AN_TOAN,False,False
1530,11.95,13.23,0.4302,11.91,,AN_TOAN,0.6315,0.622,0.02011,0.5937,,AN_TOAN,False,False
1540,11.25,13.15,0.4341,12.01,,AN_TOAN,0.522,0.6203,0.02029,0.585,,AN_TOAN,False,False
1550,11.95,13.09,0.4382,12.03,,AN_TOAN,0.5855,0.6195,0.02049,0.5874,,AN_TOAN,False,False
1560,11.25,13.05,0.4421,11.93,,AN_TOAN,0.4775,0.6187,0.02066,0.5737,,AN_TOAN,False,False
1570,11.45,12.99,0.4461,11.79,,AN_TOAN,0.571,0.6182,0.02086,0.572,,AN_TOAN,False,False
1580,12.7,12.94,0.4505,11.84,,AN_TOAN,0.6315,0.6179,0.02108,0.5775,,AN_TOAN,False,False
1590,11.7,12.89,0.4546,11.81,,AN_TOAN,0.6445,0.6189,0.0213,0.578,,AN_TOAN,False,False
1600,11.25,12.83,0.4585,11.8,,AN_TOAN,0.6195,0.6196,0.02152,0.59,,AN_TOAN,False,False
1610,11.45,12.79,0.4625,11.73,,AN_TOAN,0.6325,0.6186,0.02174,0.5952,,AN_TOAN,False,False
1620,11.45,12.75,0.4664,11.74,,AN_TOAN,0.572,0.6188,0.02193,0.606,,AN_TOAN,False,False
1630,12.2,12.72,0.4707,11.8,,AN_TOAN,0.607,0.6187,0.02215,0.6103,,AN_TOAN,False,False
1640,11.3,12.67,0.4746,11.64,,AN_TOAN,0.553,0.6177,0.02234,0.6011,,AN_TOAN,False,False
1650,10.4,12.62,0.4782,11.48,,AN_TOAN,0.551,0.6167,0.02253,0.5897,,AN_TOAN,False,False
1660,12.15,12.6,0.4824,11.58,,AN_TOAN,0.619,0.6169,0.02274,0.5898,,AN_TOAN,False,False
1670,12.4,12.58,0.4867,11.69,,AN_TOAN,0.595,0.6159,0.02295,0.5846,,AN_TOAN,False,False
1680,11,12.55,0.4906,11.63,,AN_TOAN,0.644,0.6153,0.02317,0.5933,,AN_TOAN,False,False
1690,10.95,12.5,0.4944,11.47,,AN_TOAN,0.6205,0.6154,0.02339,0.5949,,AN_TOAN,False,False
1700,10.6,12.46,0.498,11.39,,AN_TOAN,0.529,0.6138,0.02357,0.5907,,AN_TOAN,False,False
1710,10,12.41,0.5015,11.33,,AN_TOAN,0.5315,0.6128,0.02376,0.5881,,AN_TOAN,False,False
1720,11.9,12.39,0.5056,11.29,,AN_TOAN,0.595,0.6125,0.02396,0.5856,,AN_TOAN,False,False
1730,11.45,12.37,0.5096,11.18,,AN_TOAN,0.5925,0.6124,0.02417,0.5856,,AN_TOAN,False,False
1740,11.5,12.36,0.5136,11.22,,AN_TOAN,0.6205,0.6123,0.02439,0.5835,,AN_TOAN,False,False
1750,10.8,12.34,0.5174,11.19,,AN_TOAN,0.595,0.6119,0.02459,0.5808,,AN_TOAN,False,False
1760,11.25,12.29,0.5213,11.27,,AN_TOAN,0.4775,0.6102,0.02476,0.5735,,AN_TOAN,False,False
1770,11.7,12.27,0.5253,11.46,,AN_TOAN,0.595,0.6095,0.02496,0.5807,,AN_TOAN,False,False
1780,11.05,12.25,0.5292,11.37,,AN_TOAN,0.551,0.609,0.02516,0.5753,,AN_TOAN,False,False
1790,10.8,12.21,0.5329,11.29,,AN_TOAN,0.6095,0.6086,0.02537,0.5778,,AN_TOAN,False,False
1800,11.05,12.18,0.5368,11.23,0.01562,AN_TOAN,0.5925,0.6091,0.02557,0.5748,0,AN_TOAN,True,False
1810,10.4,12.14,0.5404,11.16,0.01562,AN_TOAN,0.5965,0.6084,0.02578,0.5751,0,AN_TOAN,True,False
1820,10.8,12.11,0.5441,11.09,0.01172,AN_TOAN,0.584,0.6071,0.02598,0.587,0,AN_TOAN,True,False
1830,10.85,12.09,0.5479,10.98,0.01562,AN_TOAN,0.551,0.6063,0.02617,0.5812,0,AN_TOAN,True,False
1840,10.6,12.06,0.5516,10.93,0.01172,AN_TOAN,0.671,0.6071,0.02641,0.5962,0,AN_TOAN,True,False
1850,10.6,12.03,0.5552,10.89,0.01562,AN_TOAN,0.6345,0.6075,0.02663,0.5995,0,AN_TOAN,True,False
1860,11.9,12.02,0.5594,10.99,0.01172,AN_TOAN,0.713,0.6084,0.02688,0.6156,0,AN_TOAN,True,False
1870,12.15,12.01,0.5636,11.19,0.01172,AN_TOAN,0.741,0.6094,0.02713,0.6335,0,AN_TOAN,True,False
1880,12.4,12.01,0.5679,11.37,0.01172,AN_TOAN,0.6605,0.6096,0.02736,0.6423,0,AN_TOAN,True,False
1890,11.7,11.99,0.572,11.46,0.01172,AN_TOAN,0.713,0.6109,0.02761,0.6611,0,AN_TOAN,True,False
1900,11.7,11.96,0.576,11.59,0.01172,AN_TOAN,0.803,0.612,0.02789,0.6778,0,AN_TOAN,True,False
1910,10.65,11.93,0.5797,11.59,0.01172,AN_TOAN,0.726,0.613,0.02814,0.689,0,AN_TOAN,True,False
1920,11.25,11.91,0.5836,11.51,0.003906,AN_TOAN,0.804,0.6142,0.02842,0.7017,0,AN_TOAN,True,False
1930,11.7,11.9,0.5877,11.46,0.003906,AN_TOAN,0.855,0.6169,0.02872,0.7171,0,AN_TOAN,True,False
1940,9.8,11.86,0.5911,11.15,0.003906,AN_TOAN,0.942,0.6206,0.02904,0.7527,0,AN_TOAN,True,False
1950,10.6,11.83,0.5948,11.03,0.003906,AN_TOAN,0.961,0.6245,0.02938,0.7848,0,AN_TOAN,True,False
1960,11.95,11.82,0.5989,11.06,0.003906,AN_TOAN,0.961,0.6281,0.02971,0.8062,0.003906,AN_TOAN,True,False
1970,11.7,11.81,0.603,11.16,0.003906,AN_TOAN,1.064,0.6331,0.03008,0.8489,0.003906,AN_TOAN,True,False
1980,11,11.79,0.6068,11.14,0.003906,AN_TOAN,0.926,0.6369,0.0304,0.8656,0.003906,AN_TOAN,True,False
1990,10,11.76,0.6103,10.94,0.003906,AN_TOAN,1.105,0.6421,0.03079,0.8988,0.003906,AN_TOAN,True,False
2000,10.65,11.73,0.614,11.03,0.003906,AN_TOAN,1.062,0.6478,0.03115,0.9181,0.003906,AN_TOAN,True,False
2010,9.8,11.7,0.6174,10.94,0.003906,AN_TOAN,1.107,0.6525,0.03154,0.9408,0.003906,AN_TOAN,True,False
2020,10.2,11.67,0.6209,10.73,0.003906,AN_TOAN,1.151,0.6575,0.03194,0.9681,0.003906,AN_TOAN,True,False
2030,11.45,11.65,0.6249,10.7,0.003906,AN_TOAN,1.175,0.6641,0.03235,0.9868,0.007812,AN_TOAN,True,False
2040,10,11.62,0.6284,10.57,0,AN_TOAN,1.175,0.6698,0.03275,1.021,0.007812,AN_TOAN,True,False
2050,11.25,11.6,0.6323,10.72,0,AN_TOAN,1.324,0.678,0.03321,1.053,0.01172,AN_TOAN,True,False
2060,10,11.59,0.6357,10.63,0,AN_TOAN,1.35,0.6854,0.03368,1.095,0.01562,AN_TOAN,True,False
2070,10.6,11.56,0.6394,10.71,0,AN_TOAN,1.405,0.6936,0.03417,1.137,0.01562,AN_TOAN,True,False
2080,10.6,11.54,0.6431,10.75,0,AN_TOAN,1.324,0.701,0.03463,1.165,0.01562,AN_TOAN,True,False
2090,10.4,11.52,0.6467,10.62,0,AN_TOAN,1.405,0.7097,0.03512,1.199,0.01953,AN_TOAN,True,False
2100,11.5,11.5,0.6507,10.8,0,AN_TOAN,1.352,0.7177,0.03559,1.227,0.01562,AN_TOAN,True,False
2110,10.2,11.47,0.6543,10.68,0,AN_TOAN,1.493,0.7278,0.03611,1.256,0.01562,AN_TOAN,True,False
2120,9.65,11.44,0.6576,10.63,0,AN_TOAN,1.493,0.7375,0.03662,1.282,0.01172,AN_TOAN,True,False
2130,9.8,11.41,0.661,10.53,0,AN_TOAN,1.553,0.7475,0.03716,1.309,0.01172,AN_TOAN,True,False
2140,11.7,11.41,0.6651,10.66,0,AN_TOAN,1.554,0.7583,0.0377,1.345,0.01172,AN_TOAN,True,False
2150,10.4,11.38,0.6687,10.66,0,AN_TOAN,1.652,0.7697,0.03828,1.384,0.007812,AN_TOAN,True,False
2160,10.6,11.37,0.6724,10.54,0,AN_TOAN,1.649,0.7808,0.03885,1.427,0.01172,AN_TOAN,True,False
2170,10.65,11.36,0.6761,10.58,0,AN_TOAN,1.716,0.7931,0.03945,1.463,0.01172,AN_TOAN,True,False
2180,11.7,11.34,0.6801,10.8,0,AN_TOAN,1.683,0.8041,0.04003,1.495,0.007812,AN_TOAN,True,False
2190,10.8,11.33,0.6839,10.9,0,AN_TOAN,1.823,0.8162,0.04066,1.538,0.007812,AN_TOAN,True,False
2200,11.25,11.32,0.6878,10.84,0,AN_TOAN,1.752,0.83,0.04127,1.57,0.007812,AN_TOAN,True,False
2210,10.6,11.3,0.6915,10.86,0,AN_TOAN,1.786,0.8428,0.04189,1.597,0.007812,AN_TOAN,True,False
2220,9.45,11.26,0.6947,10.72,0,AN_TOAN,1.935,0.8582,0.04256,1.641,0.003906,AN_TOAN,True,False
2230,11.05,11.23,0.6986,10.75,0,AN_TOAN,1.786,0.8717,0.04318,1.659,0.003906,AN_TOAN,True,False
2240,9.6,11.2,0.7019,10.52,0,AN_TOAN,1.974,0.887,0.04387,1.703,0.003906,AN_TOAN,True,False
2250,10,11.19,0.7054,10.42,0,AN_TOAN,2.014,0.9022,0.04457,1.736,0.003906,AN_TOAN,True,False
2260,11.9,11.18,0.7095,10.49,0,AN_TOAN,2.014,0.9178,0.04527,1.777,0.003906,AN_TOAN,True,False
2270,11,11.17,0.7133,10.53,0,AN_TOAN,2.096,0.9335,0.046,1.823,0.003906,AN_TOAN,True,False
2280,10.85,11.16,0.7171,10.68,0,AN_TOAN,2.014,0.9494,0.04669,1.843,0.003906,AN_TOAN,True,False
2290,10,11.14,0.7206,10.57,0,AN_TOAN,2.056,0.9655,0.04741,1.884,0.003906,AN_TOAN,True,False
2300,11.05,11.13,0.7244,10.73,0,AN_TOAN,2.226,0.9828,0.04818,1.925,0.003906,AN_TOAN,True,False
2310,10,11.11,0.7279,10.74,0,AN_TOAN,2.096,0.9997,0.04891,1.945,0,AN_TOAN,True,False
2320,9.4,11.08,0.7311,10.45,0,AN_TOAN,2.14,1.017,0.04965,1.97,0,AN_TOAN,True,False
2330,10.65,11.06,0.7348,10.4,0,AN_TOAN,2.14,1.035,0.0504,1.986,0,AN_TOAN,True,False
2340,10.45,11.04,0.7385,10.36,0,AN_TOAN,2.316,1.054,0.0512,2.032,0,AN_TOAN,True,False
2350,9.4,11.01,0.7417,10.28,0,AN_TOAN,2.226,1.072,0.05197,2.061,0,AN_TOAN,True,False
2360,10,11,0.7452,10.16,0,AN_TOAN,2.316,1.091,0.05278,2.081,0,AN_TOAN,True,False
2370,10.2,10.98,0.7488,10.18,0,AN_TOAN,2.509,1.112,0.05365,2.14,0,AN_TOAN,True,False
2380,10,10.98,0.7522,10.24,0,AN_TOAN,2.364,1.132,0.05447,2.176,0,AN_TOAN,True,False
2390,10.6,10.97,0.7559,10.23,0,AN_TOAN,2.509,1.154,0.05534,2.229,0,AN_TOAN,True,False
2400,10,10.94,0.7594,10.17,0,AN_TOAN,2.511,1.175,0.05621,2.264,0,AN_TOAN,True,False
2410,9,10.9,0.7625,10.11,0,AN_TOAN,2.665,1.198,0.05714,2.326,0,AN_TOAN,True,False
2420,10.2,10.88,0.766,10.14,0,AN_TOAN,2.412,1.219,0.05797,2.347,0,AN_TOAN,True,False
2430,10.65,10.87,0.7697,10.2,0,AN_TOAN,2.561,1.24,0.05886,2.364,0,AN_TOAN,True,False
2440,9.6,10.85,0.7731,10.13,0,AN_TOAN,2.511,1.262,0.05974,2.391,0,AN_TOAN,True,False
2450,10.8,10.84,0.7768,10.15,0,AN_TOAN,2.509,1.284,0.06061,2.4,0,AN_TOAN,True,False
2460,10,10.82,0.7803,10.15,0,AN_TOAN,2.564,1.307,0.0615,2.416,0,AN_TOAN,True,False
2470,10,10.81,0.7838,10.25,0,AN_TOAN,2.612,1.329,0.0624,2.42,0,AN_TOAN,True,False
2480,10,10.78,0.7872,10.21,0,AN_TOAN,2.829,1.354,0.06339,2.479,0,AN_TOAN,True,False
2490,10,10.76,0.7907,10.13,0,AN_TOAN,2.829,1.378,0.06437,2.52,0,AN_TOAN,True,False
2500,10.65,10.75,0.7944,10.24,0,AN_TOAN,2.721,1.402,0.06531,2.554,0,AN_TOAN,True,False
2510,10.4,10.74,0.798,10.19,0,AN_TOAN,2.829,1.426,0.0663,2.601,0,AN_TOAN,True,False
2520,10.2,10.72,0.8016,10.22,0,AN_TOAN,2.832,1.451,0.06728,2.641,0,AN_TOAN,True,False
2530,9.6,10.7,0.8049,10.16,0,AN_TOAN,2.832,1.476,0.06826,2.677,0,AN_TOAN,True,False
