t_ms,co,no2,temp,rh
325000,0,0,25.6549,73.9883
330000,5.36556,0,25.6226,74.1423
335000,0,0,25.6279,74.1315
340000,0,0,25.6146,74.043
345000,0,0.201897,25.658,74.0984
350000,0,0.172045,25.6748,74.0699
355000,0,0,25.6495,74.1025
360000,0,0.210136,25.6735,74.2267
365000,0,0,25.671,74.1585
370000,5.81244,0.110803,25.632,74.1301
375000,0,0.15259,25.6312,73.9157
380000,5.15517,0.246597,25.6722,74.0971
385000,0,0.172045,25.6299,74.1067
390000,0,0,25.6663,74.0617
395000,7.69061,0,25.6548,74.0622
400000,0,0.0982736,25.629,74.0346
405000,0,0,25.6634,74.0299
410000,0,0.210136,25.639,74.0754
415000,0,0,25.6582,74.0698
420000,8.00447,0,25.6467,74.0236
425000,6.29654,0,25.6482,74.0717
430000,5.15517,0.110803,25.6319,74.0642
435000,0,0,25.6553,74.0257
440000,0,0.301194,25.7043,74.0771
445000,0,0,25.6593,74.017
450000,0,0.236928,25.6719,74.0211
455000,0,0.218712,25.642,73.9818
460000,0,0,25.6538,74.0474
465000,0,0,25.6925,74.016
470000,0,0,25.6382,74.0547
475000,0,0,25.6629,74.0386
480000,5.58453,0,25.6683,73.9908
485000,0,0.201897,25.6679,74.0628
490000,5.58453,0,25.6675,73.9799
495000,0,0,25.6622,74.0277
500000,0,0,25.6795,73.9693
505000,0,0,25.629,74.0043
510000,0,0,25.6458,73.9746
515000,5.58453,0,25.6623,74.0108
520000,7.09933,0,25.6186,73.9281
525000,0,0,25.6862,74.0453
530000,0,0.179066,25.6496,73.9576
535000,0,0.130029,25.6751,73.9803
540000,0,0,25.6917,74.0291
545000,6.29654,0,25.6805,73.9453
550000,0,0,25.6976,74.0036
555000,5.81244,0,25.6492,74.0039
560000,0,0,25.6591,74.1081
565000,0,0,25.6755,73.9665
570000,0,0.172045,25.6886,74.0157
575000,0,0,25.7063,73.987
580000,0,0.179066,25.6795,73.9667
585000,0,0.367879,25.6742,73.9022
590000,0,0.301194,25.7132,73.9683
595000,5.58453,0,25.637,73.9743
600000,0,0,25.6675,73.9986
605000,0,0,25.6813,73.9485
610000,6.5535,0,25.6825,73.9992
615000,0,0.246597,25.7378,74.0394
620000,0,0.236928,25.7111,73.9466
625000,0,0.110803,25.6749,73.8667
630000,0,0.210136,25.7098,74.006
635000,0,0,25.6688,73.9503
640000,0,0.158817,25.6941,73.9044
645000,0,0,25.682,73.9231
650000,0,0,25.673,74.0078
655000,0,0.19398,25.6915,73.9003
660000,0,0,25.6852,73.9429
665000,6.82096,0,25.6887,73.9496
670000,0,0,25.6972,73.8572
675000,0,0,25.7126,73.8826
680000,6.82096,0,25.7009,73.843
685000,0,0,25.6622,73.9132
690000,0,0,25.6893,73.9621
695000,0,0,25.7449,73.9328
700000,0,0,25.7026,73.9546
705000,0,0,25.7083,73.9031
710000,7.09933,0,25.7267,73.8195
715000,5.36556,0.246597,25.7227,73.9343
720000,0,0,25.7042,73.9211
725000,0,0,25.7226,73.903
730000,0,0,25.7023,73.8898
735000,0,0,25.6827,73.8395
740000,0,0,25.7381,73.8634
745000,0,0,25.6939,73.9947
750000,0,0,25.7488,73.8554
755000,0,0.19398,25.7385,73.9164
760000,0,0,25.7468,73.896
765000,0,0.110803,25.6936,73.9249
770000,0,0,25.7547,73.8981
775000,0,0,25.6818,73.8584
780000,0,0.110803,25.712,73.9385
785000,0,0,25.7423,73.9462
790000,7.69061,0,25.7233,73.8735
795000,0,0.120032,25.7533,73.7078
800000,0,0,25.7235,73.8625
805000,0,0.186374,25.7078,73.8518
810000,0,0,25.7053,73.8806
815000,0,0,25.7034,73.9413
820000,0,0,25.7143,73.897
825000,0,0,25.7393,73.8616
830000,0,0,25.7402,73.8318
835000,0,0,25.7095,73.8625
840000,0,0.130029,25.727,73.9603
845000,0,0,25.6911,73.8514
850000,0,0,25.712,73.837
855000,5.36556,0,25.7196,73.7842
860000,0,0.19398,25.6882,73.8505
865000,0,0.32628,25.6991,73.9152
870000,0,0,25.7344,73.8316
875000,0,0,25.7523,73.8494
880000,0,0,25.7252,73.8312
885000,5.81244,0,25.7838,73.9531
890000,0,0,25.7511,73.9107
895000,0,0,25.7415,73.9101
900000,0,0,25.7373,73.8389
905000,6.04965,0,25.7434,73.7929
910000,0,0,25.7495,73.8605
915000,6.82096,0.367879,25.7602,73.8902
920000,0,0,25.7657,73.8376
925000,0,0,25.7594,73.6991
930000,5.36556,0,25.7581,73.8218
935000,7.38906,0,25.7548,73.8061
940000,0,0,25.7673,73.8325
945000,0,0.172045,25.7294,73.8221
950000,5.81244,0,25.6909,73.8009
955000,0,0,25.7447,73.8021
960000,0,0.130029,25.7665,73.8193
965000,0,0.278037,25.7299,73.792
970000,0,0.186374,25.7686,73.7682
975000,0,0,25.7379,73.8517
980000,0,0,25.7733,73.8001
985000,0,0,25.7417,73.7837
990000,7.09933,0,25.7567,73.7169
995000,0,0,25.7617,73.823
1000000,0,0.106459,25.7221,73.7569
1005000,0,0,25.7712,73.7529
1010000,7.38906,0,25.7694,73.6711
1015000,0,0,25.8074,73.8372
1020000,0,0.353455,25.7552,73.8423
1025000,0,0.110803,25.7781,73.8039
1030000,7.69061,0,25.7667,73.7645
1035000,0,0,25.7491,73.7812
1040000,0,0,25.7349,73.7603
1045000,0,0,25.7634,73.7268
1050000,0,0,25.7507,73.7775
1055000,0,0,25.7685,73.7785
1060000,5.81244,0.172045,25.7595,73.7056
1065000,0,0.32628,25.7713,73.7194
1070000,0,0.267135,25.7985,73.6663
1075000,0,0,25.7583,73.8068
1080000,0,0,25.7403,73.7872
1085000,0,0.135335,25.7659,73.7837
1090000,5.36556,0.165299,25.7496,73.758
1095000,0,0,25.8042,73.7945
1100000,0,0,25.7625,73.7494
1105000,0,0.449329,25.7478,73.7325
1110000,7.09933,0,25.7622,73.7098
1115000,0,0,25.7622,73.7135
1120000,0,0.267135,25.7409,73.7171
1125000,0,0.210136,25.7796,73.717
1130000,0,0,25.7703,73.7411
1135000,0,0.120032,25.796,73.6818
1140000,0,0.186374,25.7588,73.726
1145000,0,0.130029,25.7706,73.7701
1150000,0,0,25.8034,73.7693
1155000,0,0.165299,25.7472,73.7027
1160000,0,0,25.7988,73.73
1165000,0,0,25.7688,73.7094
1170000,0,0,25.7837,73.694
1175000,0,0.146607,25.7232,73.7802
1180000,6.5535,0.289384,25.7742,73.6129
1185000,0,0,25.7847,73.7262
1190000,0,0,25.7282,73.7442
1195000,0,0,25.7812,73.6424
1200000,5.58453,0.236928,25.7689,73.6901
1205000,0,0,25.7869,73.7052
1210000,0,0,25.7659,73.6797
1215000,7.69061,0,25.7681,73.6912
1220000,5.36556,0,25.749,73.6584
1225000,0,0,25.7748,73.7165
1230000,0,0,25.8039,73.689
1235000,0,0,25.7901,73.7369
1240000,0,0,25.7958,73.7497
1245000,0,0,25.8013,73.6811
1250000,0,0,25.7911,73.6232
1255000,0,0,25.7796,73.6194
1260000,0,0.227638,25.7558,73.5549
1265000,0,0.218712,25.7865,73.6879
1270000,0,0.267135,25.8181,73.6715
1275000,0,0,25.8166,73.6558
1280000,0,0,25.7549,73.5763
1285000,0,0.12493,25.7857,73.6691
1290000,0,0,25.8064,73.675
1295000,0,0,25.8119,73.5736
1300000,0,0,25.8153,73.6024
1305000,0,0,25.8195,73.6198
1310000,0,0,25.8785,73.6365
1315000,0,0,25.8431,73.611
1320000,0,0,25.817,73.6206
1325000,0,0,25.8027,73.6537
1330000,0,0.165299,25.8072,73.6679
1335000,0,0.278037,25.7766,73.5199
1340000,0,0.115325,25.8103,73.6626
1345000,0,0.210136,25.7871,73.6312
1350000,0,0,25.8052,73.6082
1355000,0,0,25.8177,73.6084
1360000,0,0,25.8302,73.4909
1365000,5.15517,0,25.8196,73.5959
1370000,0,0,25.8095,73.5642
1375000,5.15517,0,25.8056,73.5822
1380000,0,0.289384,25.825,73.6739
1385000,0,0,25.8462,73.6074
1390000,0,0.140858,25.8215,73.5556
1395000,0,0,25.8528,73.4885
1400000,0,0,25.8472,73.4657
1405000,0,0,25.8327,73.612
1410000,0,0,25.7807,73.5479
1415000,0,0,25.8305,73.6503
1420000,0,0,25.8254,73.651
1425000,0,0.165299,25.859,73.5455
1430000,0,0.301194,25.8793,73.6021
1435000,0,0,25.8512,73.579
1440000,0,0.246597,25.847,73.5678
1445000,0,0,25.8282,73.5346
1450000,0,0,25.8393,73.5258
1455000,0,0,25.8407,73.5023
1460000,5.36556,0,25.8195,73.583
1465000,0,0.382893,25.8334,73.5246
1470000,0,0.398519,25.8416,73.5596
1475000,0,0.158817,25.8443,73.5116
1480000,0,0,25.8161,73.5085
1485000,0,0.165299,25.8393,73.5677
1490000,0,0.158817,25.8229,73.5681
1495000,0,0,25.8206,73.5673
1500000,0,0,25.8463,73.5187
1505000,0,0,25.8398,73.5006
1510000,0,0,25.8505,73.5261
1515000,0,0.201897,25.8408,73.4764
1520000,0,0,25.8365,73.5305
1525000,0,0,25.8382,73.4789
1530000,0,0,25.8378,73.5374
1535000,0,0,25.842,73.5107
1540000,5.15517,0,25.8663,73.5929
1545000,0,0.256661,25.8643,73.5496
1550000,0,0,25.7964,73.5437
1555000,0,0,25.8728,73.4325
1560000,0,0,25.8424,73.5044
1565000,0,0,25.8648,73.5426
1570000,0,0,25.8272,73.5147
1575000,0,0,25.8608,73.4634
1580000,0,0,25.8442,73.5783
1585000,0,0.135335,25.8902,73.4713
1590000,0,0.289384,25.8484,73.5555
1595000,6.29654,0.267135,25.8538,73.5155
1600000,0,0,25.8801,73.478
1605000,0,0,25.8615,73.4346
1610000,0,0,25.9007,73.4242
1615000,0,0,25.8821,73.4959
1620000,0,0.179066,25.8425,73.534
1625000,0,0,25.8622,73.422
1630000,0,0.339596,25.8475,73.4331
1635000,0,0,25.8735,73.3857
1640000,0,0.186374,25.8652,73.5122
1645000,0,0,25.9104,73.5364
1650000,0,0,25.8801,73.4763
1655000,0,0,25.8545,73.4496
1660000,0,0.301194,25.8786,73.4749
1665000,5.15517,0.179066,25.8569,73.4702
1670000,0,0,25.8829,73.4281
1675000,0,0.353455,25.8603,73.3135
1680000,0,0,25.856,73.385
1685000,5.58453,0.227638,25.8789,73.4768
1690000,0,0.12493,25.8353,73.46
1695000,0,0.135335,25.8568,73.3922
1700000,0,0.19398,25.8693,73.4019
1705000,0,0,25.8841,73.4576
1710000,0,0.140858,25.8588,73.3899
1715000,5.36556,0.367879,25.8786,73.39
1720000,0,0,25.8976,73.4613
1725000,0,0,25.8492,73.4015
1730000,0,0,25.8578,73.3903
1735000,0,0.158817,25.8825,73.3871
1740000,6.04965,0,25.8529,73.4293
1745000,0,0,25.8684,73.4681
1750000,0,0,25.8835,73.3513
1755000,0,0,25.8923,73.4279
1760000,0,0,25.8766,73.3977
1765000,0,0,25.8761,73.4431
1770000,0,0,25.923,73.3223
1775000,0,0,25.8968,73.4361
1780000,0,0.236928,25.8565,73.3863
1785000,0,0.19398,25.9059,73.3921
1790000,0,0,25.9042,73.3194
1795000,0,0.106459,25.8904,73.2747
1800000,7.69061,0,25.8994,73.4669
1805000,0,0,25.8943,73.4088
1810000,0,0.246597,25.8622,73.3771
1815000,6.29654,0,25.8782,73.3759
1820000,0,0.353455,25.8806,73.3136
1825000,6.29654,0,25.8688,73.3843
1830000,0,0,25.8999,73.3017
1835000,0,0,25.8943,73.2646
1840000,0,0.110803,25.8795,73.5199
1845000,7.09933,0.158817,25.8979,73.324
1850000,0,0.201897,25.9257,73.3164
1855000,0,0.289384,25.9057,73.4085
1860000,0,0,25.8901,73.2833
1865000,0,0.278037,25.9002,73.4051
1870000,0,0,25.8714,73.3844
1875000,0,0.158817,25.8785,73.4506
1880000,0,0,25.8933,73.3274
1885000,5.58453,0,25.9396,73.2942
1890000,0,0,25.9222,73.3324
1895000,0,0.506617,25.9143,73.3655
1900000,0,0,25.9081,73.3671
1905000,0,0,25.8834,73.3671
1910000,0,0,25.923,73.3569
1915000,6.29654,0,25.9209,73.3396
1920000,0,0,25.9015,73.3024
1925000,6.04965,0,25.9046,73.286
1930000,0,0,25.9265,73.3241
1935000,0,0,25.9313,73.3305
1940000,0,0,25.9394,73.344
1945000,6.5535,0.179066,25.9473,73.3233
1950000,0,0.236928,25.9161,73.2547
1955000,7.69061,0,25.9369,73.2757
1960000,0,0.267135,25.9168,73.2692
1965000,5.15517,0.15259,25.8959,73.2562
1970000,0,0,25.8941,73.1956
1975000,0,0.135335,25.8898,73.349
1980000,0,0,25.9309,73.28
1985000,0,0,25.9124,73.2747
1990000,0,0,25.9017,73.3285
1995000,0,0,25.9585,73.1986
2000000,5.15517,0.158817,25.892,73.2665
2005000,0,0,25.9464,73.2809
2010000,0,0,25.9207,73.2699
2015000,0,0.158817,25.9026,73.3219
2020000,0,0,25.9679,73.3253
2025000,0,0,25.9443,73.2672
2030000,0,0,25.9017,73.1955
2035000,5.15517,0.110803,25.917,73.1509
2040000,0,0,25.9547,73.2568
2045000,0,0,25.9168,73.2415
2050000,0,0,25.9192,73.2586
2055000,0,0,25.9579,73.2351
2060000,5.36556,0,25.9158,73.3011
2065000,0,0,25.938,73.2745
2070000,0,0.146607,25.9249,73.2678
2075000,6.04965,0,25.9476,73.2275
2080000,0,0.135335,25.9473,73.2908
2085000,0,0,25.9467,73.2607
2090000,0,0,25.9174,73.3139
2095000,0,0,25.9268,73.2184
2100000,0,0,25.9071,73.2262
2105000,0,0,25.9367,73.1897
2110000,0,0,25.9479,73.2532
2115000,0,0.353455,25.9514,73.2394
2120000,5.81244,0,25.9435,73.1234
2125000,0,0,25.9683,73.2508
2130000,0,0,25.9663,73.1668
2135000,0,0,25.9711,73.3017
2140000,0,0,25.9128,73.2374
2145000,0,0,25.9491,73.2332
2150000,0,0,25.9413,73.2504
2155000,0,0,25.9481,73.1775
2160000,0,0.165299,25.92,73.264
2165000,0,0,25.8952,73.0491
2170000,0,0,25.9725,73.1615
2175000,0,0,25.9582,73.2012
2180000,0,0.106459,25.9794,73.1427
2185000,0,0,25.9741,73.1058
2190000,0,0,25.977,73.1716
2195000,0,0.201897,25.997,73.2985
2200000,7.69061,0,25.9749,73.1757
2205000,0,0,25.9303,73.2288
2210000,0,0,25.9622,73.1195
2215000,0,0,25.9612,73.2611
2220000,0,0,25.9743,73.2037
2225000,0,0,25.9651,73.1995
2230000,0,0,26.0056,73.0787
2235000,6.29654,0,25.9634,73.2301
2240000,5.58453,0,25.9824,73.0318
2245000,0,0,25.9411,73.1361
2250000,0,0.15259,25.9896,73.167
2255000,0,0.120032,25.9622,73.2214
2260000,0,0,25.9736,73.1679
2265000,0,0.278037,25.9412,73.0865
2270000,0,0,25.9521,73.071
2275000,5.58453,0,26.0092,73.1248
2280000,0,0,25.9917,73.1887
2285000,5.15517,0,25.9641,73.0679
2290000,5.36556,0,25.9538,73.1996
2295000,0,0,25.9744,73.0951
2300000,0,0,25.9734,73.2138
2305000,0,0,25.9796,73.1811
2310000,0,0,25.9329,73.0384
2315000,0,0,25.9606,73.0342
2320000,5.36556,0,25.9677,73.1803
2325000,0,0,25.9786,73.1038
2330000,0,0,25.9867,73.1078
2335000,0,0,25.9816,73.1023
2340000,0,0.32628,25.9863,73.1003
2345000,8.33114,0,25.9968,73.1237
2350000,0,0.218712,26.0178,73.085
2355000,0,0,25.9569,73.0952
2360000,5.15517,0,26.006,72.9879
2365000,0,0,26.0053,73.0569
2370000,0,0.102284,25.9892,73.0585
2375000,0,0,25.9696,73.0641
2380000,0,0,25.9562,73.1033
2385000,0,0,25.9932,73.0637
2390000,6.04965,0,26.0038,73.1641
2395000,0,0,26.0104,73.0582
2400000,0,0.179066,25.9754,73.0367
2405000,0,0.313486,26.0021,73.0533
2410000,0,0,25.9748,72.914
2415000,5.58453,0,25.9777,72.9746
2420000,0,0,25.9783,72.9998
2425000,0,0,25.9887,73.0418
2430000,4.95303,0,25.9747,73.1062
2435000,0,0,25.9905,73.1247
2440000,0,0,26.0221,73.032
2445000,0,0,25.9745,73.0301
2450000,0,0,26.0192,73.0304
2455000,5.15517,0.102284,26.0245,73.0601
2460000,0,0.313486,26.0068,73.0638
2465000,0,0.110803,26.0108,72.9692
2470000,0,0,26.0169,73.1096
2475000,0,0.15259,26.0038,73.0339
2480000,0,0,26.0315,73.0906
2485000,0,0,25.9947,72.8839
2490000,0,0,26.0218,73.0605
2495000,0,0,26.0314,73.0475
2500000,0,0.19398,25.9984,73.0163
2505000,0,0,26.022,72.9872
2510000,0,0,26.0153,73.0481
2515000,0,0.32628,25.9528,73.0332
2520000,0,0.172045,26.0074,73.062
2525000,0,0,26.041,73.0125
2530000,0,0.179066,26.0265,73.0848
2535000,0,0.172045,26.0202,72.9334
2540000,0,0,26.0238,73.0023
2545000,0,0,26.049,73.0233
2550000,0,0,26.019,72.9465
2555000,7.69061,0,26.0263,72.9287
2560000,0,0.158817,26.0383,73.0459
2565000,0,0.130029,26.0114,72.9923
2570000,0,0,26.0254,73.0584
2575000,7.38906,0,26.0571,72.8727
2580000,0,0,26.0299,72.9806
2585000,0,0,26.0071,72.9342
2590000,0,0,26.0417,73.0039
2595000,5.36556,0,26.0304,72.9354
2600000,0,0,26.0337,72.937
2605000,6.82096,0.146607,25.9995,72.9997
2610000,0,0.278037,26.0482,72.9442
2615000,0,0,26.0501,72.97
2620000,0,0,26.0519,72.9018
2625000,0,0,26.0627,72.9849
2630000,0,0,26.0085,72.9778
2635000,6.04965,0.15259,26.0538,72.9631
2640000,0,0.246597,26.0558,72.9878
2645000,8.67114,0.12493,26.0196,72.9352
2650000,0,0,26.0468,72.8971
2655000,0,0,26.049,72.8407
2660000,0,0,26.0589,72.8636
2665000,5.58453,0.110803,26.0493,72.9089
2670000,0,0,26.0353,72.876
2675000,0,0,26.0491,72.897
2680000,0,0,26.0608,72.8611
2685000,0,0,26.0353,72.9558
2690000,0,0,26.047,72.8349
2695000,5.58453,0.227638,26.0601,72.9039
2700000,6.04965,0,26.0352,72.9196
2705000,0,0,26.0635,72.8983
2710000,0,0,26.0264,72.8668
2715000,0,0,26.0728,72.9331
2720000,0,0,26.0378,72.7999
2725000,0,0.140858,26.0694,72.85
2730000,0,0,26.0618,72.9631
2735000,0,0.201897,26.0663,72.8651
2740000,0,0,26.0872,72.9052
2745000,0,0,26.085,72.8545
2750000,0,0,26.1083,72.9153
2755000,0,0,26.119,72.9653
2760000,0,0,26.0537,72.7751
2765000,0,0.506617,26.0853,72.8545
2770000,0,0,26.089,72.8827
2775000,0,0.110803,26.0494,72.93
2780000,0,0,26.1038,72.7991
2785000,0,0,26.0478,72.8691
2790000,5.81244,0,26.0682,72.8009
2795000,0,0,26.0356,72.8782
2800000,0,0,26.0513,72.8984
2805000,0,0.506617,26.0546,72.8218
2810000,0,0,26.0556,72.9316
2815000,0,0.15259,26.0932,72.8911
2820000,5.81244,0,26.096,72.7974
2825000,0,0,26.0548,72.7994
2830000,0,0,26.0652,72.8032
2835000,0,0.19398,26.0423,72.7735
2840000,0,0,26.0923,72.7394
2845000,0,0,26.0673,72.7921
2850000,0,0,26.0762,72.8566
2855000,0,0,26.137,72.8486
2860000,0,0,26.1179,72.7509
2865000,0,0.110803,26.1111,72.7499
2870000,0,0,26.0822,72.8068
2875000,0,0,26.0741,72.7497
2880000,6.5535,0,26.0893,72.854
2885000,0,0,26.1261,72.8374
2890000,5.58453,0,26.1262,72.7464
2895000,0,0,26.0707,72.8168
2900000,0,0.256661,26.0758,72.7464
2905000,0,0.158817,26.097,72.8151
2910000,0,0,26.0766,72.7706
2915000,0,0,26.088,72.7844
2920000,0,0,26.0863,72.7677
2925000,0,0,26.0793,72.8214
2930000,0,0.278037,26.1137,72.7862
2935000,0,0.140858,26.1153,72.7809
2940000,0,0.19398,26.063,72.6835
2945000,0,0,26.0973,72.7217
2950000,0,0,26.0745,72.7785
2955000,0,0,26.1036,72.7865
2960000,8.00447,0,26.0847,72.8223
2965000,0,0,26.0974,72.781
2970000,0,0.15259,26.0868,72.7036
2975000,0,0.140858,26.1281,72.7847
2980000,0,0.186374,26.078,72.7392
2985000,6.04965,0,26.1213,72.736
2990000,0,0,26.1229,72.7839
2995000,0,0.367879,26.0894,72.6274
3000000,0,0,26.1147,72.7265
3005000,0,0,26.1176,72.7095
3010000,0,0,26.0997,72.7271
3015000,0,0,26.0866,72.7174
3020000,0,0,26.1475,72.5688
3025000,0,0,26.1154,72.7686
3030000,0,0,26.0937,72.723
3035000,0,0,26.1222,72.7602
3040000,0,0,26.146,72.7445
3045000,0,0.158817,26.1114,72.6955
3050000,0,0,26.0813,72.6718
3055000,0,0,26.1137,72.7168
3060000,0,0,26.1172,72.5764
3065000,0,0,26.1134,72.6732
3070000,8.33114,0.431711,26.0917,72.5899
3075000,0,0.256661,26.1224,72.6873
3080000,0,0,26.1312,72.6809
3085000,0,0,26.1194,72.7221
3090000,0,0,26.1148,72.7374
3095000,0,0.313486,26.1264,72.6956
3100000,0,0,26.0815,72.7464
3105000,0,0,26.1386,72.7375
3110000,0,0.486752,26.1327,72.7571
3115000,0,0,26.1448,72.6971
3120000,0,0.227638,26.1267,72.6122
3125000,0,0.313486,26.1609,72.6466
3130000,0,0,26.1451,72.6936
3135000,0,0,26.1172,72.6156
3140000,0,0,26.1509,72.5868
3145000,0,0,26.1369,72.6768
3150000,6.82096,0,26.1593,72.5886
3155000,0,0,26.1257,72.5825
3160000,0,0.32628,26.1668,72.7447
3165000,0,0.12493,26.13,72.6274
3170000,0,0.158817,26.1799,72.6403
3175000,0,0.267135,26.1237,72.5548
3180000,0,0,26.1437,72.618
3185000,0,0,26.1501,72.6825
3190000,7.38906,0,26.1536,72.5471
3195000,5.81244,0.301194,26.1569,72.5735
3200000,5.15517,0,26.1557,72.6017
3205000,0,0.301194,26.1625,72.6388
3210000,0,0,26.1436,72.5716
3215000,0,0,26.1572,72.5781
3220000,0,0,26.1502,72.6545
3225000,0,0.146607,26.162,72.6312
3230000,0,0.19398,26.1219,72.5835
3235000,0,0,26.1468,72.5779
3240000,0,0,26.1394,72.6964
3245000,0,0,26.1453,72.5891
3250000,0,0,26.2108,72.6
3255000,0,0,26.1557,72.5515
3260000,0,0,26.1895,72.5878
3265000,5.81244,0,26.141,72.579
3270000,0,0,26.1562,72.5606
3275000,0,0,26.19,72.5005
3280000,5.36556,0,26.1389,72.572
3285000,7.38906,0.146607,26.1819,72.5468
3290000,0,0,26.2084,72.5388
3295000,0,0.172045,26.1619,72.6222
3300000,5.15517,0,26.229,72.5148
3305000,0,0,26.1567,72.594
3310000,0,0,26.1575,72.4915
3315000,0,0,26.1308,72.5504
3320000,0,0.227638,26.201,72.5555
3325000,0,0,26.1697,72.5378
3330000,0,0,26.1712,72.4152
3335000,0,0,26.1975,72.5732
3340000,0,0,26.1906,72.4862
3345000,0,0,26.1659,72.6562
3350000,0,0.210136,26.1597,72.4967
3355000,0,0,26.1742,72.4943
3360000,0,0,26.1453,72.566
3365000,0,0,26.196,72.4734
3370000,0,0,26.2136,72.5404
3375000,0,0,26.2014,72.5484
3380000,0,0,26.1804,72.5588
3385000,0,0.130029,26.2044,72.6355
3390000,0,0,26.1657,72.4433
3395000,0,0,26.1776,72.5117
3400000,0,0.227638,26.1654,72.515
3405000,0,0,26.1959,72.5167
3410000,0,0,26.1858,72.4718
3415000,0,0,26.1954,72.4543
3420000,9.77668,0,26.1751,72.6262
3425000,0,0,26.1707,72.4515
3430000,6.82096,0.165299,26.1894,72.5547
3435000,5.81244,0,26.1752,72.4194
3440000,0,0,26.1912,72.4818
3445000,5.15517,0.227638,26.2092,72.4906
3450000,0,0,26.1987,72.4889
3455000,0,0,26.1941,72.3867
3460000,0,0,26.1964,72.4923
3465000,0,0,26.2196,72.42
3470000,0,0.256661,26.1844,72.3915
3475000,0,0,26.2182,72.4339
3480000,0,0,26.1929,72.4781
3485000,0,0,26.2051,72.4609
3490000,0,0,26.1951,72.503
3495000,0,0,26.2292,72.4785
3500000,0,0.19398,26.2383,72.5451
3505000,0,0.172045,26.2256,72.3366
3510000,0,0,26.1851,72.4318
3515000,0,0.179066,26.2004,72.4624
3520000,0,0,26.2001,72.4139
3525000,0,0,26.2046,72.4602
3530000,6.04965,0,26.2347,72.461
3535000,6.29654,0,26.2644,72.3703
3540000,0,0,26.2015,72.4383
3545000,0,0,26.1897,72.4083
3550000,0,0,26.1945,72.4
3555000,0,0,26.2453,72.3929
3560000,0,0,26.2058,72.3973
3565000,5.58453,0,26.2325,72.4455
3570000,0,0,26.2399,72.4038
3575000,0,0,26.2043,72.4272
3580000,5.58453,0,26.2118,72.414
3585000,5.36556,0,26.2184,72.3679
3590000,0,0.140858,26.2026,72.4082
3595000,0,0,26.2186,72.4622
3600000,6.5535,0.236928,26.2539,72.3843
3605000,7.38906,0.210136,26.2,72.4125
3610000,11.9413,0,26.2498,72.4819
3615000,0,0,26.2339,72.2934
3620000,0,0,26.2354,72.3712
3625000,0,0,26.2329,72.2336
3630000,0,0,26.2037,72.3969
3635000,0,0,26.251,72.42
3640000,0,0,26.2488,72.4071
3645000,0,0,26.216,72.2921
3650000,0,0,26.2486,72.3208
3655000,0,0,26.275,72.392
3660000,0,0.158817,26.2807,72.4124
3665000,0,0,26.2256,72.3167
3670000,0,0,26.2469,72.3766
3675000,0,0,26.2326,72.3055
3680000,0,0.146607,26.242,72.2643
